"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome"
"sp2445","Licaria vernicosa","Lauraceae","Licaria","Licaria vernicosa","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2445,"native","tree","Woody tree (Tree)",6,"small_tree",0.7903108232,"unknown",1.90980555555556,"zoochoric"
"sp2446","Lindackeria ovata","Achariaceae","Lindackeria","Lindackeria ovata","species","Arbusto","Terrícola","Caatinga (stricto sensu)",2446,"native","tree","Woody tree (Tree)",12,"small_tree",0.596666666666667,"unknown",0.0443,NA
"sp2447","Lippia brasiliensis","Verbenaceae","Lippia","Lippia brasiliensis","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2447,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.532666666666667,"unknown",0.000806931428571429,"zoochoric"
"sp2448","Lippia grata","Verbenaceae","Lippia","Lippia grata","species","Arbusto","Terrícola","Área Antrópica|Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos",2448,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.532666666666667,"unknown",0.000806931428571429,"zoochoric"
"sp2449","Lippia origanoides","Verbenaceae","Lippia","Lippia origanoides","species","Arbusto","Terrícola","Área Antrópica|Caatinga (stricto sensu)|Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos",2449,"native","shrub","Woody tree (Shrub or treelet)",1.5,"large_shrub",0.532666666666667,"unknown",0.000806931428571429,"zoochoric"
"sp2450","Lippia triplinervis","Verbenaceae","Lippia","Lippia triplinervis","species","Arbusto","Terrícola","Campo de Altitude|Vegetação Sobre Afloramentos Rochosos",2450,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.532666666666667,"unknown",0.000806931428571429,"zoochoric"
"sp2451","Lithraea brasiliensis","Anacardiaceae","Lithraea","Lithraea brasiliensis","species","Arbusto|Árvore","Terrícola","Área Antrópica|Floresta Ombrófila Mista|Restinga",2451,"native","tree","Woody tree (Tree)",22.1,"large_tree",0.81,"pioneer",0.0314,"zoochoric"
"sp2452","Lithraea molleoides","Anacardiaceae","Lithraea","Lithraea molleoides","species","Arbusto|Árvore","Terrícola","Área Antrópica",2452,"native","tree","Woody tree (Tree)",13.5,"small_tree",0.5494,"pioneer",0.0372405372405372,"zoochoric"
"sp2453","Lomariocycas schomburgkii","Blechnaceae","Lomariocycas","Lomariocycas schomburgkii","species","Erva","Terrícola","Campo de Altitude|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",2453,"native","shrub","Tree fern",4,"large_shrub",NA,"unknown",NA,NA
"sp2454","Lonchocarpus cultratus","Fabaceae","Lonchocarpus","Lonchocarpus cultratus","species","Árvore","Terrícola","Área Antrópica|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual",2454,"native","tree","Woody tree (Tree)",27.2,"large_tree",0.505,"early_secondary",0.165300546448087,"anemochoric"
"sp2455","Lonchocarpus latifolius","Fabaceae","Lonchocarpus","Lonchocarpus latifolius","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta de Igapó|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)",2455,"native","tree","Woody tree (Tree)",12,"small_tree",0.7114,"early_secondary",0.158343434343434,"anemochoric"
"sp2456","Lonchocarpus nitidus","Fabaceae","Lonchocarpus","Lonchocarpus nitidus","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila Mista",2456,"native","tree","Woody tree (Tree)",19.4165,"large_tree",0.685,"early_secondary",0.236650112239772,"anemochoric"
"sp2457","Lonchocarpus pluvialis","Fabaceae","Lonchocarpus","Lonchocarpus pluvialis","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Estacional Semidecidual",2457,"native","tree","Woody tree (Tree)",20,"large_tree",0.685,"early_secondary",0.236650112239772,"anemochoric"
"sp2458","Lonchocarpus sericeus","Fabaceae","Lonchocarpus","Lonchocarpus sericeus","species","Árvore","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Restinga",2458,"native","tree","Woody tree (Tree)",30,"large_tree",0.692333333333333,"early_secondary",0.282307692307692,"anemochoric"
"sp2459","Lonchocarpus violaceus","Fabaceae","Lonchocarpus","Lonchocarpus violaceus","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2459,"native","tree","Woody tree (Tree)",17.2,"large_tree",0.685,"early_secondary",0.236650112239772,"anemochoric"
"sp2460","Lophanthera lactescens","Malpighiaceae","Lophanthera","Lophanthera lactescens","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2460,"native","tree","Woody tree (Tree)",10,"small_tree",0.633954638716418,"late_secondary",NA,"zoochoric"
"sp2461","Ludwigia anastomosans","Onagraceae","Ludwigia","Ludwigia anastomosans","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria",2461,"native","shrub","Woody tree (Shrub or treelet)",NA,"small_tree",0.59,"unknown",0.00480774385,NA
"sp2462","Ludwigia elegans","Onagraceae","Ludwigia","Ludwigia elegans","species","Arbusto|Subarbusto","Terrícola","Área Antrópica|Campo rupestre|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Palmeiral",2462,"native","shrub","Woody tree (Shrub or treelet)",6.45,"small_tree",0.59,"pioneer",0.00480774385,"autochoric"
"sp2463","Ludwigia laruotteana","Onagraceae","Ludwigia","Ludwigia laruotteana","species","Arbusto|Subarbusto","Terrícola","Área Antrópica|Campo rupestre|Floresta Ciliar ou Galeria",2463,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.59,"unknown",0.00480774385,NA
"sp2464","Ludwigia nervosa","Onagraceae","Ludwigia","Ludwigia nervosa","species","Arbusto","Terrícola","Área Antrópica|Campinarana|Campo de Altitude|Campo de Várzea|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta de Várzea|Floresta Ombrófila (= Floresta Pluvial)|Palmeiral|Restinga|Savana Amazônica",2464,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.59,"unknown",4e-05,NA
"sp2465","Ludwigia rigida","Onagraceae","Ludwigia","Ludwigia rigida","species","Arbusto|Subarbusto","Terrícola","Campo de Várzea|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual",2465,"native","shrub","Woody tree (Shrub or treelet)",NA,"large_shrub",0.59,"unknown",0.00480774385,NA
"sp2466","Luehea candicans","Malvaceae","Luehea","Luehea candicans","species","Arbusto|Árvore","Terrícola","Área Antrópica|Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",2466,"native","tree","Woody tree (Tree)",16.125,"large_tree",0.546,"early_secondary",0.00581395348837209,"anemochoric"
"sp2467","Luehea conwentzii","Malvaceae","Luehea","Luehea conwentzii","species","Árvore","Terrícola","Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual",2467,"native","tree","Woody tree (Tree)",14.5,"small_tree",0.5,"unknown",0.00455195363294445,"anemochoric"
"sp2468","Luehea cymulosa","Malvaceae","Luehea","Luehea cymulosa","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2468,"native","tree","Woody tree (Tree)",16,"large_tree",0.515,"unknown",0.00455195363294445,"anemochoric"
"sp2469","Luehea divaricata","Malvaceae","Luehea","Luehea divaricata","species","Árvore","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria",2469,"native","tree","Woody tree (Tree)",20.903,"large_tree",0.508,"early_secondary",0.00375914832350851,"anemochoric"
"sp2470","Luehea fiebrigii","Malvaceae","Luehea","Luehea fiebrigii","species",NA,NA,NA,2470,"native","tree","Woody tree (Tree)",10,"small_tree",0.529090909090909,"unknown",0.00455195363294445,"anemochoric"
"sp2471","Luehea grandiflora","Malvaceae","Luehea","Luehea grandiflora","species","Árvore","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual",2471,"native","tree","Woody tree (Tree)",22,"large_tree",0.579333333333333,"pioneer",0.00504878048780488,"anemochoric"
"sp2472","Luehea ochrophylla","Malvaceae","Luehea","Luehea ochrophylla","species","Árvore","Terrícola","Área Antrópica|Floresta Estacional Decidual|Floresta Estacional Semidecidual",2472,"native","tree","Woody tree (Tree)",11.8,"small_tree",0.529090909090909,"early_secondary",0.00455195363294445,"anemochoric"
"sp2473","Luehea paniculata","Malvaceae","Luehea","Luehea paniculata","species","Árvore","Terrícola","Caatinga (stricto sensu)|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Ombrófila (= Floresta Pluvial)",2473,"native","tree","Woody tree (Tree)",12.08,"small_tree",0.545333333333333,"early_secondary",0.00357142857142857,"anemochoric"
"sp2474","Luetzelburgia andrade-limae","Fabaceae","Luetzelburgia","Luetzelburgia andrade-limae","species","Árvore","Terrícola","Caatinga (stricto sensu)|Floresta Estacional Decidual",2474,"native","tree","Woody tree (Tree)",7.582,"small_tree",0.6,"climax",0.482537015053763,"anemochoric"
"sp2475","Luetzelburgia auriculata","Fabaceae","Luetzelburgia","Luetzelburgia auriculata","species","Árvore","Terrícola","Caatinga (stricto sensu)|Carrasco|Cerrado (lato sensu)",2475,"native","tree","Woody tree (Tree)",14.2,"small_tree",0.6,"early_secondary",0.4905368,"anemochoric"
"sp2476","Luetzelburgia bahiensis","Fabaceae","Luetzelburgia","Luetzelburgia bahiensis","species","Arbusto|Árvore","Terrícola","Caatinga (stricto sensu)",2476,"native","tree","Woody tree (Shrub or treelet)",5.8,"large_shrub",0.6,"early_secondary",0.478537122580645,"anemochoric"
"sp2477","Luetzelburgia guaissara","Fabaceae","Luetzelburgia","Luetzelburgia guaissara","species","Árvore","Terrícola","Floresta Estacional Semidecidual",2477,"native","tree","Woody tree (Tree)",23.5,"large_tree",0.6,"early_secondary",0.48525072938783,"anemochoric"
"sp2478","Luetzelburgia purpurea","Fabaceae","Luetzelburgia","Luetzelburgia purpurea","species","Árvore","Terrícola","Caatinga (stricto sensu)|Floresta Estacional Decidual",2478,"native","tree","Woody tree (Tree)",20,"large_tree",0.6,"unknown",0.482537015053763,"anemochoric"
"sp2479","Luetzelburgia trialata","Fabaceae","Luetzelburgia","Luetzelburgia trialata","species","Árvore","Terrícola","Floresta Estacional Perenifólia|Floresta Ombrófila (= Floresta Pluvial)",2479,"native","tree","Woody tree (Tree)",8,"small_tree",0.6,"unknown",0.482537015053763,"anemochoric"
"sp2480","Luxemburgia mysteriosa","Ochnaceae","Luxemburgia","Luxemburgia mysteriosa","species","Arbusto",NA,NA,2480,"native","shrub","Woody tree (Tree)",5,"small_tree",0.686542330785714,"unknown",NA,NA
"sp2481","Lychnocephalus sellovii","Asteraceae","Lychnocephalus","Lychnocephalus sellovii","species","Arbusto|Árvore","Terrícola","Campo rupestre",2481,"native","shrub","Woody tree (Shrub or treelet)",NA,"small_tree",0.530140647804348,"unknown",NA,NA
"sp2482","Lychnocephalus tomentosus","Asteraceae","Lychnocephalus","Lychnocephalus tomentosus","species","Arbusto|Árvore","Terrícola","Campo rupestre",2482,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.530140647804348,"unknown",NA,NA
"sp2483","Lychnophora diamantinana","Asteraceae","Lychnophora","Lychnophora diamantinana","species","Árvore","Terrícola","Campo rupestre",2483,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.530140647804348,"unknown",NA,NA
"sp2484","Lychnophora ericoides","Asteraceae","Lychnophora","Lychnophora ericoides","species","Árvore","Terrícola","Campo rupestre",2484,"native","tree","Woody tree (Shrub or treelet)",3,"large_shrub",0.530140647804348,"unknown",NA,"anemochoric"
"sp2485","Lychnophora gardneri","Asteraceae","Lychnophora","Lychnophora gardneri","species","Arbusto|Árvore","Terrícola","Campo rupestre",2485,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.530140647804348,"unknown",NA,NA
"sp2486","Lychnophora granmogolensis","Asteraceae","Lychnophora","Lychnophora granmogolensis","species","Árvore","Terrícola","Campo rupestre|Cerrado (lato sensu)",2486,"native","shrub","Woody tree (Shrub or treelet)",3,"large_shrub",0.530140647804348,"unknown",NA,NA
"sp2487","Lychnophora pinaster","Asteraceae","Lychnophora","Lychnophora pinaster","species","Arbusto|Árvore","Terrícola","Campo rupestre",2487,"native","shrub","Woody tree (Shrub or treelet)",3.5,"large_shrub",0.530140647804348,"unknown",NA,NA
"sp2488","Lychnophora pohlii","Asteraceae","Lychnophora","Lychnophora pohlii","species","Arbusto|Árvore|Subarbusto","Terrícola","Campo rupestre",2488,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.530140647804348,"unknown",NA,NA
"sp2489","Lychnophora rosmarinifolia","Asteraceae","Lychnophora","Lychnophora rosmarinifolia","species","Árvore","Terrícola","Campo rupestre",2489,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.530140647804348,"unknown",NA,NA
"sp2490","Lychnophora salicifolia","Asteraceae","Lychnophora","Lychnophora salicifolia","species","Árvore","Terrícola","Campo rupestre|Cerrado (lato sensu)",2490,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.530140647804348,"unknown",NA,NA
"sp2491","Lychnophora staavioides","Asteraceae","Lychnophora","Lychnophora staavioides","species","Arbusto|Árvore","Terrícola","Campo rupestre",2491,"native","shrub","Woody tree (Shrub or treelet)",3.5,"large_shrub",0.530140647804348,"unknown",NA,NA
"sp2492","Lycianthes pauciflora","Solanaceae","Lycianthes","Lycianthes pauciflora","species","Liana/volúvel/trepadeira","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)",2492,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.501843041892857,"unknown",0.0003928,"zoochoric"
"sp2493","Lycianthes rantonnetii","Solanaceae","Lycianthes","Lycianthes rantonnetii","species","Arbusto","Terrícola","Floresta Estacional Decidual|Floresta Estacional Semidecidual",2493,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.501843041892857,"unknown",0.0003928,"zoochoric"
"sp2494","Lycium glomeratum","Solanaceae","Lycium","Lycium glomeratum","species","Arbusto","Terrícola","Caatinga (stricto sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual",2494,"native","shrub","Woody tree (Tree or shrub)",5,"small_tree",0.501843041892857,"unknown",0.0104092346666667,NA
"sp2495","Lycium morongii","Solanaceae","Lycium","Lycium morongii","species",NA,NA,NA,2495,"AF native but not in Brazil","tree","Woody tree (Tree)",NA,"tree_unknown",0.501843041892857,"unknown",0.0104092346666667,NA
"sp2496","Mabea angustifolia","Euphorbiaceae","Mabea","Mabea angustifolia","species","Arbusto|Árvore","Terrícola","Área Antrópica|Campinarana|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Savana Amazônica",2496,"native","tree","Woody tree (Tree)",12,"small_tree",0.5985,"unknown",0.0601478494623656,"autochoric"
"sp2497","Mabea fistulifera","Euphorbiaceae","Mabea","Mabea fistulifera","species","Arbusto|Árvore","Terrícola","Área Antrópica|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Savana Amazônica",2497,"native","tree","Woody tree (Tree)",18.85,"large_tree",0.585,"pioneer",0.104166666666667,"autochoric"
"sp2498","Mabea glaziovii","Euphorbiaceae","Mabea","Mabea glaziovii","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2498,"native","tree","Woody tree (Tree)",6,"small_tree",0.5985,"unknown",0.0601478494623656,"autochoric"
"sp2499","Mabea piriri","Euphorbiaceae","Mabea","Mabea piriri","species","Árvore","Terrícola","Campo de Várzea|Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)|Restinga",2499,"native","tree","Woody tree (Tree)",20.5,"large_tree",0.59575,"pioneer",0.0601478494623656,"autochoric"
"sp2500","Mabea pohliana","Euphorbiaceae","Mabea","Mabea pohliana","species","Arbusto|Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta de Terra Firme|Floresta Estacional Semidecidual|Savana Amazônica",2500,"native","tree","Woody tree (Tree)",17.64,"large_tree",0.535,"pioneer",0.0161290322580645,"autochoric"
"sp2501","Macairea radula","Melastomataceae","Macairea","Macairea radula","species","Arbusto|Árvore|Subarbusto","Rupícola|Terrícola","Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria",2501,"native","tree","Woody tree (Tree)",2.78,"large_shrub",0.684269631913793,"unknown",0.00012,NA
"sp2502","Machaerium acutifolium","Fabaceae","Machaerium","Machaerium acutifolium","species","Árvore","Terrícola","Caatinga (stricto sensu)|Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Decidual|Floresta Estacional Semidecidual",2502,"native","tree","Woody tree (Tree)",16,"large_tree",0.833666666666667,"pioneer",0.483602380952381,"anemochoric"
"sp2503","Machaerium amplum","Fabaceae","Machaerium","Machaerium amplum","species","Arbusto","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Savana Amazônica|Vegetação Sobre Afloramentos Rochosos",2503,"native","tree","Woody tree (Tree)",12.1,"small_tree",0.657,"late_secondary",0.262460243469811,"anemochoric"
