family,species,records outside the AF,records out.in transition,records in.out transition,records inside the AF,endemism level (validated taxonomy only),group of species (validated taxonomy only),endemism level (validated and probably validated taxonomy),group of species (validated and probably validated taxonomy),endemism accepted by the BF-2020
Polygonaceae,Coccoloba bullata,0,2,3,1,71.428571,widespread,71.428571,widespread,Not in the AF
Polygonaceae,Coccoloba cordata,12,11,0,11,12.903226,widespread,38.596491,widespread,Not endemic
Polygonaceae,Coccoloba declinata,15,1,2,151,91.696751,near_endemic,90.746269,near_endemic,Not endemic
Polygonaceae,Coccoloba densifrons,103,0,0,4,4.705882,occasional,3.738318,occasional,Not endemic
Polygonaceae,Coccoloba fastigiata,0,2,3,8,88.235294,near_endemic,90.47619,near_endemic,Endemic
Polygonaceae,Coccoloba glaziovii,12,3,1,61,80.147059,widespread,82,widespread,Endemic
Polygonaceae,Coccoloba laevis,5,7,0,193,97.093023,near_endemic,95.781638,near_endemic,Endemic
Polygonaceae,Coccoloba latifolia,30,2,1,3,7.692308,occasional,10.144928,widespread,Not in the AF
Polygonaceae,Coccoloba lucidula,61,2,7,56,50.222222,widespread,48.971193,widespread,Not endemic
Polygonaceae,Coccoloba marginata,100,0,3,55,36.842105,widespread,36.102236,widespread,Not endemic
Polygonaceae,Coccoloba mollis,196,10,17,53,26.201923,widespread,23.428571,widespread,Not endemic
Polygonaceae,Coccoloba mosenii,0,3,1,38,95.945946,near_endemic,96.25,near_endemic,Endemic
Polygonaceae,Coccoloba oblonga,0,3,1,38,96.25,near_endemic,96.25,near_endemic,Endemic
Polygonaceae,Coccoloba obtusifolia,23,6,0,1,4.081633,occasional,3.703704,occasional,Not in the AF
Polygonaceae,Coccoloba ovata,89,0,0,6,2.469136,occasional,6.315789,occasional,Not in the AF
Polygonaceae,Coccoloba paraguariensis,45,1,0,1,2.352941,occasional,2.150538,occasional,Not in the AF
Polygonaceae,Coccoloba parimensis,102,8,13,102,52.910053,widespread,50.582751,widespread,Not endemic
Polygonaceae,Coccoloba peltata,0,0,0,9,100,pure_endemic,100,pure_endemic,Endemic
Polygonaceae,Coccoloba persicaria,7,0,0,34,95.454545,near_endemic,82.926829,widespread,Endemic
Polygonaceae,Coccoloba ramosissima,11,6,5,62,89.208633,near_endemic,82.165605,widespread,Not endemic
Polygonaceae,Coccoloba rosea,0,2,4,78,99.350649,near_endemic,98.765432,near_endemic,Endemic
Polygonaceae,Coccoloba salicifolia,8,14,2,10,31.578947,widespread,42.307692,widespread,Not endemic
Polygonaceae,Coccoloba scandens,47,3,2,6,13.333333,widespread,12.612613,widespread,Not endemic
Polygonaceae,Coccoloba schwackeana,14,3,3,5,29.545455,widespread,29.545455,widespread,Not in the AF
Polygonaceae,Coccoloba striata,36,2,0,50,59.756098,widespread,57.471264,widespread,Not endemic
Polygonaceae,Coccoloba warmingii,2,1,7,27,91.37931,near_endemic,92.424242,near_endemic,Not endemic
Polygonaceae,Ruprechtia apetala,163,8,4,3,4.237288,occasional,2.906977,occasional,Not in the AF
Polygonaceae,Ruprechtia brachysepala,56,3,0,1,2.020202,occasional,1.709402,occasional,Not in the AF
Polygonaceae,Ruprechtia crenata,0,0,0,2,100,pure_endemic,100,pure_endemic,NA
Polygonaceae,Ruprechtia latifunda,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Polygonaceae,Ruprechtia laurifolia,0,1,0,20,100,pure_endemic,97.560976,near_endemic,Endemic
Polygonaceae,Ruprechtia laxiflora,127,12,12,119,34.6875,widespread,48.449612,widespread,Not endemic
Polygonaceae,Ruprechtia lundii,0,0,0,21,100,pure_endemic,100,pure_endemic,Endemic
Polygonaceae,Triplaris americana,161,1,0,59,23.100304,widespread,26.75737,widespread,Not endemic
Polygonaceae,Triplaris gardneriana,217,28,15,16,9.653465,occasional,9.233792,widespread,Not endemic
Primulaceae,Ardisia guianensis,373,0,0,89,16.27907,widespread,19.264069,widespread,Not endemic
Primulaceae,Ardisia semicrenata,3,0,1,11,91.666667,near_endemic,79.310345,widespread,Not endemic
Primulaceae,Ardisia weberbaueri,33,0,0,1,3.125,occasional,2.941176,occasional,Not in the AF
Primulaceae,Clavija caloneura,0,2,0,47,98.507463,near_endemic,97.916667,near_endemic,Endemic
Primulaceae,Clavija nutans,63,2,0,47,27.5,widespread,42.342342,widespread,Not endemic
Primulaceae,Clavija spinosa,0,0,0,38,100,pure_endemic,100,pure_endemic,Endemic
Primulaceae,Ctenardisia speciosa,3,0,0,1,25,widespread,25,widespread,Not in the AF
Primulaceae,Cybianthus amplus,86,0,0,16,14.285714,widespread,15.686275,widespread,Not endemic
Primulaceae,Cybianthus bahiensis,0,0,0,6,100,pure_endemic,100,pure_endemic,Not in the AF
Primulaceae,Cybianthus brasiliensis,4,4,6,110,95.428571,near_endemic,94.957983,near_endemic,Not endemic
Primulaceae,Cybianthus cuneifolius,6,0,0,42,88.095238,widespread,87.5,widespread,Endemic
Primulaceae,Cybianthus densicomus,23,4,1,10,35.59322,widespread,29.577465,widespread,Not endemic
Primulaceae,Cybianthus densiflorus,26,0,0,4,19.047619,widespread,13.333333,widespread,Not endemic
Primulaceae,Cybianthus detergens,167,26,33,11,13.826367,widespread,13.253012,widespread,Not endemic
Primulaceae,Cybianthus fuscus,22,0,0,7,25.925926,widespread,24.137931,widespread,Not endemic
Primulaceae,Cybianthus gardneri,50,0,3,7,11.926606,widespread,14.529915,widespread,Not endemic
Primulaceae,Cybianthus glaber,10,3,2,15,84.848485,widespread,58.181818,widespread,Not endemic
Primulaceae,Cybianthus guyanensis,147,0,0,4,2.684564,occasional,2.649007,occasional,Not in the AF
Primulaceae,Cybianthus membranaceus,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Primulaceae,Cybianthus oblongifolius,0,0,0,12,100,pure_endemic,100,pure_endemic,Not endemic
Primulaceae,Cybianthus peruvianus,89,6,1,76,38.14433,widespread,45.400593,widespread,Not endemic
Primulaceae,Cybianthus potiaei,14,0,0,6,22.222222,widespread,30,widespread,Not endemic
Primulaceae,Cybianthus subspicatus,9,0,0,1,20,widespread,10,widespread,Not in the AF
Primulaceae,Cybianthus venezuelanus,176,0,0,2,1.142857,occasional,1.123596,occasional,Not endemic
Primulaceae,Cybianthus verticilatus,0,0,0,13,100,pure_endemic,100,pure_endemic,Endemic
Primulaceae,Geissanthus ambiguus,191,9,4,46,19.354839,widespread,19.712526,widespread,Not endemic
Primulaceae,Jacquinia armillaris,10,0,0,58,66.666667,widespread,85.294118,widespread,Endemic
Primulaceae,Myrsine altomontana,0,0,0,38,100,pure_endemic,100,pure_endemic,Endemic
Primulaceae,Myrsine balansae,8,3,7,158,94.099379,near_endemic,94.444444,near_endemic,Endemic
Primulaceae,Myrsine coriacea,1383,56,33,987,43.38197,widespread,41.5614,widespread,Not endemic
Primulaceae,Myrsine emarginella,12,4,1,9,37.777778,widespread,40.425532,widespread,Not endemic
Primulaceae,Myrsine gardneriana,156,54,27,698,79.022646,widespread,79.541643,widespread,Not endemic
Primulaceae,Myrsine guianensis,240,53,19,361,58.543165,widespread,58.163265,widespread,Not endemic
Primulaceae,Myrsine hermogenesii,0,0,0,88,100,pure_endemic,100,pure_endemic,Endemic
Primulaceae,Myrsine laetevirens,111,11,12,56,35.26971,widespread,34.733894,widespread,Endemic
Primulaceae,Myrsine lancifolia,15,1,2,58,79.136691,widespread,79.194631,widespread,Not endemic
Primulaceae,Myrsine leuconeura,73,11,4,9,12.716763,widespread,12.290503,widespread,Not endemic
Primulaceae,Myrsine ligustrina,1,0,0,2,66.666667,widespread,66.666667,widespread,NA
Primulaceae,Myrsine lineata,0,0,0,127,100,pure_endemic,100,pure_endemic,Endemic
Primulaceae,Myrsine loefgrenii,16,15,7,144,86.119874,widespread,86.25731,widespread,Endemic
Primulaceae,Myrsine matensis,27,2,4,2,12.5,widespread,12.5,widespread,Not in the AF
Primulaceae,Myrsine monticola,128,73,33,55,30.131004,widespread,30.29661,widespread,Not endemic
Primulaceae,Myrsine parvifolia,10,2,15,337,98.073836,near_endemic,96.905767,near_endemic,Not endemic
Primulaceae,Myrsine parvula,106,14,12,189,65.714286,widespread,63.311688,widespread,Not endemic
Primulaceae,Myrsine rubra,0,0,0,31,100,pure_endemic,100,pure_endemic,Endemic
Primulaceae,Myrsine squarrosa,6,1,0,49,88.288288,near_endemic,88.288288,widespread,Not endemic
Primulaceae,Myrsine umbellata,259,84,77,893,74.964438,widespread,75.578093,widespread,Not endemic
Primulaceae,Myrsine venosa,16,27,42,264,90.909091,near_endemic,90.620032,near_endemic,Not endemic
Primulaceae,Myrsine villosissima,0,0,0,32,100,pure_endemic,100,pure_endemic,Endemic
Primulaceae,Stylogyne depauperata,0,0,0,21,100,pure_endemic,100,pure_endemic,Endemic
Primulaceae,Stylogyne leptantha,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Primulaceae,Stylogyne lhotzkyana,1,1,0,66,100,pure_endemic,97.777778,near_endemic,Endemic
Primulaceae,Stylogyne pauciflora,0,2,0,90,100,pure_endemic,98.901099,near_endemic,Endemic
Primulaceae,Stylogyne warmingii,1,1,6,26,95.081967,near_endemic,95.081967,near_endemic,Not endemic
Proteaceae,Euplassa cantareirae,0,0,0,27,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Euplassa hoehnei,0,0,0,13,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Euplassa inaequalis,76,0,0,5,8.510638,occasional,6.17284,occasional,Not endemic
Proteaceae,Euplassa incana,5,9,0,2,28.571429,widespread,17.391304,widespread,Not in the AF
Proteaceae,Euplassa itatiaiae,0,0,0,1,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Euplassa legalis,0,1,0,32,96.969697,near_endemic,98.461538,near_endemic,Not endemic
Proteaceae,Euplassa nebularis,0,0,0,19,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Euplassa organensis,0,0,0,14,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Euplassa rufa,1,0,0,4,75,widespread,80,widespread,Not endemic
Proteaceae,Euplassa semicostata,1,7,1,3,43.75,widespread,43.75,widespread,Not endemic
Proteaceae,Euplassa taubertiana,0,0,0,4,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Panopsis multiflora,0,0,1,10,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Panopsis rubescens,212,0,0,7,2.564103,occasional,3.196347,occasional,Not endemic
Proteaceae,Roupala asplenioides,0,0,0,10,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Roupala consimilis,0,1,0,61,100,pure_endemic,99.186992,near_endemic,Endemic
Proteaceae,Roupala gracilis,0,0,0,7,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Roupala longepetiolata,0,0,0,12,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Roupala meisneri,5,2,0,12,66.666667,widespread,66.666667,widespread,NA
Proteaceae,Roupala montana,531,40,38,306,35.483871,widespread,37.100457,widespread,Not endemic
Proteaceae,Roupala pallida,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Proteaceae,Roupala paulensis,1,5,5,28,91.666667,near_endemic,89.705882,widespread,Not endemic
Proteaceae,Roupala sculpta,0,0,0,11,100,pure_endemic,100,pure_endemic,Endemic
Putranjivaceae,Drypetes sessiliflora,0,0,0,20,100,pure_endemic,100,pure_endemic,Endemic
Quiinaceae,Lacunaria crenata,99,0,0,15,7.058824,occasional,13.157895,widespread,Not endemic
Quiinaceae,Quiina cruegeriana,70,0,0,6,4.347826,occasional,7.894737,occasional,Not endemic
Quiinaceae,Quiina glaziovii,0,0,0,44,100,pure_endemic,100,pure_endemic,Endemic
Rhamnaceae,Colletia paradoxa,6,0,0,16,40,widespread,72.727273,widespread,Not endemic
Rhamnaceae,Colubrina glandulosa,86,7,6,180,52.996845,widespread,67.155963,widespread,Not endemic
Rhamnaceae,Colubrina retusa,22,1,1,37,46.153846,widespread,62.5,widespread,Not in the AF
Rhamnaceae,Condalia buxifolia,19,1,1,19,14.285714,widespread,50,widespread,Not endemic
Rhamnaceae,Rhamnidium elaeocarpum,204,10,4,59,16.862745,widespread,22.592593,widespread,Not endemic
Rhamnaceae,Rhamnidium glabrum,1,1,0,11,88,widespread,88,widespread,Not endemic
Rhamnaceae,Rhamnus sphaerosperma,178,28,5,325,42.213115,widespread,63.041386,widespread,Not endemic
Rhamnaceae,Sageretia elegans,206,1,1,13,7.258065,occasional,6.136364,occasional,NA
Rhamnaceae,Scutia arenicola,1,0,1,20,88.235294,near_endemic,95.348837,near_endemic,Endemic
Rhamnaceae,Scutia buxifolia,29,0,0,41,29.411765,widespread,58.571429,widespread,Not endemic
Rhamnaceae,Ziziphus cotinifolia,36,6,6,3,8,occasional,13.333333,widespread,Not in the AF
Rhamnaceae,Ziziphus glaziovii,0,0,0,32,100,pure_endemic,100,pure_endemic,Endemic
Rhamnaceae,Ziziphus joazeiro,94,14,11,15,7.246377,occasional,16.872428,widespread,Not in the AF
Rhamnaceae,Ziziphus platyphylla,4,0,1,21,90,near_endemic,84.313725,widespread,Endemic
Rhamnaceae,Ziziphus undulata,5,3,4,10,64,widespread,64.864865,widespread,Endemic
Rhizophoraceae,Cassipourea peruviana,78,0,0,1,1.492537,occasional,1.265823,occasional,Not in the AF
Rhizophoraceae,Paradrypetes ilicifolia,0,0,0,11,100,pure_endemic,100,pure_endemic,Endemic
Rhizophoraceae,Rhizophora harrisonii,11,0,0,1,10,occasional,8.333333,occasional,Not in the AF
Rhizophoraceae,Rhizophora mangle,953,11,5,430,10.810811,widespread,31.092739,widespread,Not endemic
Rosaceae,Prunus brasiliensis,39,0,1,76,9.090909,occasional,66.233766,widespread,Not endemic
Rosaceae,Prunus chamissoana,9,0,1,3,33.333333,widespread,28,widespread,Not in the AF
Rosaceae,Prunus myrtifolia,102,36,17,415,77.040816,widespread,77.920883,widespread,Not endemic
Rosaceae,Prunus oleifolia,15,0,0,9,39.130435,widespread,37.5,widespread,NA
Rosaceae,Prunus ravenii,0,0,0,5,100,pure_endemic,100,pure_endemic,NA
Rosaceae,Prunus subcoriacea,17,3,4,38,64.772727,widespread,68.376068,widespread,Not endemic
Rubiaceae,Alibertia baiana,0,1,0,22,97.777778,near_endemic,97.777778,near_endemic,Endemic
Rubiaceae,Alibertia edulis,1240,14,40,17,3.361345,occasional,2.88162,occasional,Not in the AF
Rubiaceae,Alseis floribunda,25,19,14,208,83.838384,widespread,86.172345,widespread,Not endemic
Rubiaceae,Alseis involuta,1,0,0,27,100,pure_endemic,96.428571,near_endemic,Not endemic
Rubiaceae,Alseis latifolia,11,0,6,6,45,widespread,45,widespread,Not endemic
Rubiaceae,Alseis pickelii,6,1,0,92,92.73743,near_endemic,93.401015,near_endemic,Not endemic
Rubiaceae,Amaioua glomerulata,158,2,2,11,6.756757,occasional,7.017544,occasional,Not in the AF
Rubiaceae,Amaioua guianensis,333,5,6,127,24.570025,widespread,27.92696,widespread,Not endemic
Rubiaceae,Amaioua intermedia,99,22,7,276,71.727019,widespread,71.758665,widespread,Not endemic
Rubiaceae,Amaioua pilosa,1,0,0,12,92.307692,near_endemic,92.307692,near_endemic,Endemic
Rubiaceae,Bathysa australis,2,4,0,242,98.016997,near_endemic,98.373984,near_endemic,Not endemic
Rubiaceae,Bathysa gymnocarpa,0,0,0,53,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Bathysa mendoncaei,0,0,0,91,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Bathysa nicholsonii,0,4,0,19,90,near_endemic,90.47619,near_endemic,Endemic
Rubiaceae,Bathysa stipulata,1,0,0,94,98.765432,near_endemic,98.947368,near_endemic,Endemic
Rubiaceae,Bathysa sylvestrae,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Calycophyllum multiflorum,91,2,1,12,15.337423,widespread,11.961722,widespread,Not in the AF
Rubiaceae,Calycophyllum papillosum,0,0,0,4,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Calycophyllum spruceanum,86,2,0,3,1.470588,occasional,3.333333,occasional,Not in the AF
Rubiaceae,Chiococca alba,1344,84,49,611,30.919471,widespread,31.437052,widespread,Not endemic
Rubiaceae,Chiococca insularis,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Chiococca nitida,96,12,3,93,45.822102,widespread,48.091603,widespread,Not endemic
Rubiaceae,Chomelia anisomeris,5,1,3,8,57.692308,widespread,63.333333,widespread,Not endemic
Rubiaceae,Chomelia bella,14,2,0,3,12.903226,widespread,16.666667,widespread,Not in the AF
Rubiaceae,Chomelia brasiliana,1,0,0,62,97.142857,near_endemic,98.412698,near_endemic,Not endemic
Rubiaceae,Chomelia estrellana,1,1,0,4,72.727273,widespread,72.727273,widespread,Endemic
Rubiaceae,Chomelia hirsuta,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Chomelia intercedens,5,0,0,4,44.444444,widespread,44.444444,widespread,Not endemic
Rubiaceae,Chomelia martiana,16,5,0,9,31.818182,widespread,32.727273,widespread,Not endemic
Rubiaceae,Chomelia obtusa,196,21,15,172,42.08,widespread,46.502591,widespread,Not endemic
Rubiaceae,Chomelia oligantha,0,0,0,1,100,pure_endemic,100,pure_endemic,Not endemic
Rubiaceae,Chomelia parviflora,25,1,1,2,8.928571,occasional,8.928571,widespread,Not in the AF
Rubiaceae,Chomelia parvifolia,0,0,0,46,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Chomelia pedunculosa,0,0,0,22,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Chomelia pohliana,144,2,8,19,13.475177,widespread,13.690476,widespread,Not in the AF
Rubiaceae,Chomelia pubescens,0,0,0,8,100,pure_endemic,100,pure_endemic,Not endemic
Rubiaceae,Chomelia ribesioides,313,14,17,4,3.752039,occasional,3.759398,occasional,Not in the AF
Rubiaceae,Chomelia sericea,1,0,0,1,50,widespread,50,widespread,Not in the AF
Rubiaceae,Chomelia sessilis,5,0,0,2,28.571429,widespread,28.571429,widespread,Not endemic
Rubiaceae,Chomelia tenuiflora,151,0,0,6,3.921569,occasional,3.821656,occasional,Not in the AF
Rubiaceae,Chomelia tristis,1,0,0,9,90,near_endemic,90,widespread,Endemic
Rubiaceae,Cordiera bahiensis,0,0,0,19,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Cordiera concolor,154,57,41,227,50.632911,widespread,57.55814,widespread,Not endemic
Rubiaceae,Cordiera elliptica,312,73,47,81,23.627685,widespread,23.068433,widespread,Not in the AF
Rubiaceae,Cordiera humilis,54,4,2,1,3.603604,occasional,3.448276,occasional,Not in the AF
Rubiaceae,Cordiera longiflora,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Cordiera macrophylla,136,6,2,2,1.67364,occasional,2.112676,occasional,Not in the AF
Rubiaceae,Cordiera myrciifolia,334,8,11,165,30.599369,widespread,33.52999,widespread,Not endemic
Rubiaceae,Cordiera obtusa,66,20,0,94,59.493671,widespread,55.294118,widespread,Not in the AF
Rubiaceae,Cordiera rigida,290,26,17,11,5.72337,occasional,6.046512,occasional,Not in the AF
Rubiaceae,Cordiera sessilis,530,43,14,39,7.963801,occasional,7.698745,occasional,Not in the AF
Rubiaceae,Cordiera vinosa,1,0,0,5,83.333333,widespread,83.333333,widespread,Not endemic
Rubiaceae,Coussarea accedens,0,0,0,57,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea albescens,80,0,0,8,9.638554,occasional,9.090909,widespread,Not endemic
Rubiaceae,Coussarea andrei,0,0,0,20,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea bocainae,0,0,0,3,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea capitata,2,2,2,33,91.666667,near_endemic,91.891892,near_endemic,Endemic
Rubiaceae,Coussarea coffeoides,0,0,0,5,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea congestiflora,0,3,2,28,95.081967,near_endemic,95.081967,near_endemic,Endemic
Rubiaceae,Coussarea contracta,51,10,14,329,83.812405,widespread,85.714286,widespread,Not endemic
Rubiaceae,Coussarea friburgensis,0,0,0,10,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea graciliflora,0,0,1,62,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea hydrangeifolia,528,28,11,36,7.038391,occasional,7.112254,occasional,Not endemic
Rubiaceae,Coussarea ilheotica,0,0,1,52,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea leptopus,0,1,2,12,96.296296,near_endemic,96.296296,near_endemic,Endemic
Rubiaceae,Coussarea macrophylla,53,0,0,1,1.851852,occasional,1.851852,occasional,Not in the AF
Rubiaceae,Coussarea megistophylla,1,0,0,3,66.666667,widespread,75,widespread,Endemic
Rubiaceae,Coussarea meridionalis,0,0,0,92,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea nodosa,0,0,0,97,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea paniculata,207,0,0,2,1.020408,occasional,0.956938,occasional,Not in the AF
Rubiaceae,Coussarea platyphylla,109,1,1,27,14.344262,widespread,20.072993,widespread,Not endemic
Rubiaceae,Coussarea speciosa,0,0,0,2,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea strigosipes,0,0,0,23,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea verticillata,0,0,0,21,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coussarea violacea,25,0,0,2,7.692308,occasional,7.407407,occasional,Not endemic
Rubiaceae,Coussarea viridis,0,0,0,6,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Coutarea hexandra,472,49,67,302,39.648587,widespread,40.324519,widespread,Not endemic
Rubiaceae,Duroia triflora,6,0,0,1,14.285714,widespread,14.285714,widespread,Not in the AF
Rubiaceae,Duroia valesca,0,0,0,8,100,pure_endemic,100,pure_endemic,Endemic
Rubiaceae,Duroia velutina,32,0,0,2,3.448276,occasional,5.882353,occasional,Not in the AF
Rubiaceae,Eumachia cephalantha,87,12,5,182,65.703276,widespread,66.486486,widespread,Not endemic
Rubiaceae,Eumachia chaenotricha,5,5,11,317,97.849462,near_endemic,97.727273,near_endemic,Endemic
Rubiaceae,Eumachia cymuligera,0,1,0,91,99.29078,near_endemic,99.453552,near_endemic,Endemic
Rubiaceae,Eumachia inconspicua,47,0,0,1,2.083333,occasional,2.083333,occasional,Not in the AF
