family,scientific.name,life.form,status,taxa of low taxonomic complexity (TBC),commonly cultivated/ornamental,number of records,vouchers
Fabaceae,Brownea grandiceps Jacq.,tree,new to AF,NA,NA,164,"B. Maguire, L. Politi, 28700 (BM 603775, MO 3213486, NY 3547, US 2026482, US 2026483); Hartweg, s.n. (K 264896); Heringer, E.P., s.n. (VIC 10709); Hoehne, F.C., s.n. (SP 46995); Killip, E.P., s.n. (P 2436118); Klitgaard, B.B., s.n. (AAU 67009); Klitgaard, B.B., s.n. (AAU 67010); Klitgaard, B.B., s.n. (AAU 67013); Klitgaard, B.B., s.n. (AAU 67014); Klitgaard, B.B., s.n. (AAU 67017); Klitgaard, B.B., s.n. (AAU 99428); Klitgaard, B.B., s.n. (AAU 99439); Klitgaard, B.B., s.n. (AAU 99504); Martius, C.F.P(no. Obs. ), s.n. (MSB 215359/ 638006 / 294590); Martius, C.F.P(no. Obs. ), s.n. (MSB 215364/ 638011 / 294595); Martius, C.F.P., s.n. (MSB 215358/ 638005 / 294589); Martius, C.F.P., s.n. (MSB 215360/ 638007 / 294591); Martius, C.F.P., s.n. (MSB 215361/ 638008 / 294592); Martius, C.F.P., s.n. (MSB 215362/ 638009 / 294593); Martius, C.F.P., s.n. (MSB 215363/ 638010 / 294594); Pereira, N., s.n. (MG 030295); Pereira, N., s.n. (MG 030296); Santana, P.P., s.n. (VIC 17063); Schunke-Vigo, J.M., 11 (NY 3542); Schunke, J.M., 11 (US 1458919); Schunke, J.M., 11 (US 2250320); Anonymous, s.n. (MSB 215357/ 638004 / 294588); Anonymous, s.n. (RBR 15375); Viegas, A.P., s.n. (SP 44845); Zandoval, J.A., s.n. (ESA 3838)"
Fabaceae,Calliandra asplenioides (Nees) Renvoize,shrub,new to AF,NA,NA,143,"Carvalho, A.M.V., 7049 (RB 160350, RB 388437, SPF 229843); Fernandes, J.M., 737 (VIC 35001, VIC 35028); Gasson, P., 5953 (K 868288); Harley, R.M., 15568 (E 167121, HUEFS 75898, HUEFS 89654, K 205675); Laessoe, T., 52344 (K 868286); Pereira, E., 370 (IPA 14435); Wied M., s.n. (BR 6583750)"
Fabaceae,Calliandra bella Benth.,shrub,confirmed,NA,NA,85,"Amorim, A.M.A., 4937 (RB 419826, RB 430526); Kallunki, J.A., 9913 (K 205472); Sant'Ana, Anonymous, 1962 (K 205482); Sant´Ana, Anonymous, 1962 (K 868049); Sello, F., s.n. (G 20163); Sello, F., s.n. (G 82883/1); Sellow, F., 822 (B 1230); Sellow, F., 822 (F 361383); Wied M., s.n. (BR 5117291); Wied M., s.n. (BR 6583767); Wied M., s.n. (BR 6584412)"
Fabaceae,Calliandra brevipes Benth.,shrub,confirmed,NA,cultivated,227,"Barros, W.D., 302 (RB 445046, RB 445328, RB 83756); Bernardi, M., 18861 (NY 00390389); Brinker, J., 5178 (MA 1-00473260, MEL 2066598A, MEL 2066599A, MO 2889672, NY 390380); Glaziou, A.F.M., 7587 (K 868164); Heringer, E.P., 15512 (IBGE 14171, NY 1491844, RB 177950, UB 39795, UEC 147653); Ipa, 23716 (IPA 23716); Ivanauskas, N.M., 26 (HUEFS 218613, RB 619646, UEC 186635, VIC 18300); Martius, C.F.P., 1100 (NY 77369); Mattos, J., 16411 (HAS 81647, NY 38490); Melo, M.M.R.F., 538 (NY 469300, SP 200003, USF 197232); Nunes, M.S., 6 (UNOP 5365); Oliveira, M., 2657 (UFP 45595); Oliveira, O.F., 820 (IPA 32443, MOSS 1128); Paiva, V.F., 423 (HEPH 23517); Pohl, 1455 (IPA 39470); Queiroz, R.T., 8 (JPB 52249, UFP 43795, UFRN 1862); Reitz, R., 2232 (MBM 220151, MBM 42230, NY 390105, R 48983, US 2104844); Schawacke, 9291 (RB 38848); Sellow, F., 6005 (B 1218); Silva, F.C., 1786 (K 868435); Sobral, M., 15660 (HUFSJ 6015, RB 599605, SP 488705); Widgren, J.F., 649 (MEL 2044835)"
Fabaceae,Calliandra calycina Benth.,shrub,new to AF,NA,NA,72,"Blanchet J.S., 3683 (BR 5116546); Blanchet, J.S., 3683 (BM 885818); Blanchet, J.S., 3683 (F 361392); Blanchet, J.S., 3683 (G 191212, G 20164, G 20165, G 21480); Blanchet, J.S., 3683 (MO 2739495); Blanchet, J.S., 3683 (NY 1491878); Blanchet, J.S., s.n. (G 82884/1); Blanchet, J.S., s.n. (G 82884/2); Blanchet, J.S., s.n. (G 82884/3); Blanchet, J.S., s.n. (G 82884/4); Blanchet, s.n. (P 2142754); Blanchet, s.n. (P 2142755); Cardoso, D., 450 (HUEFS 94686); Harley, R.M., 15937 (HUEFS 75974, HUEFS 89660, K 205750, RB 368084, SPF 34776, UEC 31745); Harley, R.M., 16540 (HUEFS 75975, K 205757, NY 1942, RB 252483, SPF 34779, US 3025806); Harley, R.M., 16971 (HUEFS 75976, HUEFS 89661, IPA 32456, K 205766, NY 1491877, RB 197017, UEC 37888); Harley, R.M., 18745 (UEC 31751); Harley, R.M., 20654 (CEPEC 25612); Harley, R.M., 22256 (NY 390113); Harley, R.M., s.n. (NY 1131892); Lewis, G.P., 7544 (HUEFS 49386); Lewis, G.P., 7627 (HUEFS 49381); Lewis, G.P., s.n. (P 3462014); Mori, S.A., 14285 (NY 390116); Mori, S.A., 14399 (NY 390115); Nunes, M.de S., 2 (HUEFS 123720); Orlandini, R.P., 277 (MO 3441860); Anonymous, 5518 (MG 172096); Souza, I.M., 17 (HUEFS 147626); Stannard, B., CFCR7320 (K 205762)"
Fabaceae,Calliandra duckei Barneby,tree?,new to AF,NA,NA,2,"Miranda, A.M., 1234 (HST 10182); Pickel, B.J., 3212 (NY 1491903)"
Fabaceae,Calliandra dysantha Benth.,shrub,new to AF,NA,NA,453,"Andrade, I.R., s.n. (BHZB 3841); Angelica, s.n. (CGMS 29218); Clausen, P., 821 (NY 1930); Clausen, P., 821 (NY 1931); Clausen, P., 821 (NY 1932); Claussen, P., s.n. (G 191209); Claussen, P., s.n. (G 191210); Claussen, P., s.n. (G 191211); Claussen, P., s.n. (G 20166); Claussen, P., s.n. (G 20167); Claussen, P., s.n. (G 82885/1); Claussen, P., s.n. (G 82885/2); Claussen, P., s.n. (G 82885/3); Claussen, P., s.n. (G 82885/4); Claussen, P., s.n. (G 82885/5); Esteves, F., s.n. (ALCB 025050); Fernandes, A., s.n. (EAC 3265); Fernandes, A., s.n. (EAC 3690); Hassler, E., s.n. (G 82889/1); Hassler, E., s.n. (G 82889/2); Manso, A.L.P.S., s.n. (B 1265); Moore, S., 160 (BM 885811); Paula, A., s.n. (BHZB 4730); Pohl, J.B.E., 605-[1362] (F 93918); Pohl, J.B.E., 605 (NY 1947); Pohl, J.B.E., 605 (US 1673825); Rojas, T., 10818 (NY 17990); Sellow, F., 1847 (B 1237); Silva Manso, A.L., s.n. (G 20217); Silva Manso, A.L., s.n. (G 83959/1)"
Fabaceae,Calliandra erubescens Renvoize,shrub,new to AF,NA,NA,36,"Harley, R.M., 19227 (CEPEC 21814, E 167150, HUEFS 75943, HUEFS 89652, IPA 32457, K 205838, NY 1934, SPF 34808, UEC 37889, US 3025810); Harley, R.M., 26102 (CEPEC 47327); Harley, R.M., s.n. (P 445515); Irwin, H.S., 32275 (MG 137831, NY 390164, UB 128757); Renvoize, S.A., 15416 (K 205833); Sano, P.T., 0 (CEPEC 83546); Semdeterminador, 55761 (K 966655); Stannard, B., 27376 (K 205837)"
Fabaceae,Calliandra foliolosa Benth.,tree,confirmed,NA,NA,240,"Gardner, G., 4525 (BM 885830); Lindeman, J., 3412 (MBM 9249, NY 390170); Sellow, F., 3906 (B 1241); Sellow, F., s.n. (MO 2756226); Smith, L.B., 9271 (NY 390171, US 2449385); Vanni, R.O., 3060 (MO 2890342, NY 390182); Zardini, E.M., 40854 (MO 959572)"
Fabaceae,Calliandra harrisii (Lindl.) Benth.,shrub,confirmed,NA,NA,58,"Almeida, J., 2491 (RB 183954); Casaretto, G., 1477 (G 191192); Casaretto, G., s.n. (G 162953/1); Castro, A.S.F., 2061 (EAC 43562); Gardner, G., 23 (G 20193); Gardner, G., 23 (K 868225, NY 1927, US 1066237); Gardner, G., s.n. (G 82923/1); Hahn, W.J., 1520 (NY 01492087); Hatschbach, G., 48374 (CEPEC 59206, INPA 195579, K 205617, MBM 92300, MO 2888387, NY 390202, SPSF 16199, US 3493661); Hoehne, W., 6021 (RB 353746, SP 119296, US 3560993); Holmes, C.M., 1 (SP 37415, SP 37415A); Kollmann, L., 531 (RB 489955); Lirio, E.J., 1418 (RB 670000, VIES 28323); Michel, R.C., 327 (MBM 346372, MO 1574648, NY 390196); Paula, A.de P.de O., 10 (HUEFS 221217); Poliquesi, C.B., 5858 (K 868220); Ramella, L., 3016 (NY 00390198); Riedel, L., 1118 (NY 390201); Silva, R.R., 1171 (COR 14655, CPAP 24955, UEC 143075); Spichiger, R.E., 2338 (NY 01492086); Viana, P.L., 1875 (CESJ 46105, ESA 111908, HUFU 57368)"
Fabaceae,Calliandra lintea Barneby,shrub,new to AF,NA,NA,18,"Amorim, A.M., 1683 (CEPEC 65822, NY 390222, RB 204650, RB 378942, RB 423991, US 3595696); Amorim, A.M., 2160 (CEPEC 81406, MO 2887895, NY 390223, SP 335252); Bautista, H.P., 368 (RB 326267); Boom, B.M., 14400 (K 205618); Coradin, L., 8549 (CEN 21737, HUEFS 27417, NY 390229, RB 371291); Duarte, A.P., 9364 (K 205621); Ganev, W., 2210 (NY 632422); Grillo, A.A., 4 (SPF 120914); Guedes, M.L., 645 (ALCB 15444, CEPEC 38630, HRB 20742); Kral, R., 75614 (MO 2887558, NY 390230); Lewis, G.P., 872 (CEPEC 30077, K 205622, K 205623, MO 2887305, NY 390226, SPF 40164); Lima, H.C., 3971 (CEPEC 48364, K 205619, K 205620, RB 289331); Mori, S.A., 14400 (CEPEC 26332, HUEFS 75903, K 205618, NY 17994, RB 246898); Mori, S.A., 14400 (NY 17994); Pereira, E., 10067 (NY 390227); Queiroz, L.P, 600 (HUEFS 6348, NY 390225); Rocha, F.F., 56 (HUEFS 44065, SPF 146828); Santos, D.L, 31 (HUEFS 158843)"
Fabaceae,Calliandra macrocalyx Harms,shrub,new to AF,NA,NA,99,"Carvalho, G.H., 525 (HST 3623, HUEFS 65676, RB 573310); Giulietti, A.M., 28252 (K 205523); Harley, R.M., 21183 (SPF 34790, UEC 37627); Lima, H.C., 8514 (K 205519); Mendonca Filho, C.V., 415 (UEC 96497); Pereira, B.A.S., 2470 (IBGE 31198, NY 924115, RB 312848); Silva, J.S., 487 (SP 153617); Ule, E.H.G., 7203 (F 361375F, HBG 520264)"
Fabaceae,Calliandra parviflora Benth.,shrub,new to AF,NA,NA,305,"Clausen, P., 837 (NY 1958); Clausen, P., 837 (NY 1959); Clausen, P., 837 (NY 1960); Clausen, P., 837 (NY 336725); Lima, H.C., 5339 (BHCB 106085, NY 1019000, RB 432992, SP 397078, UEC 157984); Lima, L.C.P., 382 (OUPR 17479, VIC 20953); Lindeman, J., 5503 (MBM 7619); Machado, M.A.B.L., 294 (HUEFS 134244, MAC 17338); Martius, C.F.P., 1108 (G 191181); Martius, C.F.P., s.n. (G 162934/1); Pohl, J.B.E., 692 (NY 1957); Pohl, J.B.E., s.n. (MSB 218211/ 642928 / 301246); Pohl, J.B.E., s.n. (MSB 218212/ 642929 / 301247); Queiroz, L.P, 12682 (HUEFS 118179); Riedel, L., 819 (NY 408585)"
Fabaceae,Calliandra parvifolia (Hook. & Arn.) Speg.,shrub,confirmed,NA,NA,194,"Baird, s.n. (HUEFS 111302); Clausen, P., s.n. (NY 1952); Claussen, P., 24 (HUEFS 111304); Ducke, A., 15650 (F 58063F, G 191179); Ducke, A., 16256 (F 361382F, G 191180, US 1442405); Ducke, A., s.n. (G 162932/1); Ducke, A., s.n. (G 162933/1); Ducke, A., s.n. (MG 015650); Ducke, A., s.n. (MG 016256); Ducke, A., s.n. (MG 15650); Ducke, A., s.n. (MG 16256); Ducke, A., s.n. (RB 10458); Ducke, A., s.n. (RB 10459); Fernandes, A., s.n. (EAC 11081); Fernandes, A., s.n. (EAC 14871); Fernandes, A., s.n. (EAC 8187); Fernandes, A., s.n. (EAC 8208); Fernandes, A., s.n. (EAC 9691); Glaziou, A.F.M., 14648 (B 1246); Glaziou, A.F.M., s.n. (G 83075/1); Martins, P., s.n. (EAC 6929); Martins, P., s.n. (EAC 8620); Peckolt T., 399 (BR 5116287); Peckolt T., 399 (BR 5116331); Peckolt, T., 399 (US 1628310); Pohl, J.B.E., 1454 (NY 1954); Sello, F., s.n. (G 20194); Sello, F., s.n. (G 20195); Sello, F., s.n. (G 83074/1); Sello, F., s.n. (G 83074/2)"
Fabaceae,Calliandra sessilis Benth.,shrub,new to AF,NA,NA,170,"Blanchet J.S., 2816 (BR 5116669); Blanchet J.S., 3315 (BR 5116218); Blanchet J.S., 3315 (BR 5116874); Blanchet, J.S. (no. ), s.n. (MSB 218244/ 642961 / 301279); Blanchet, J.S., 2816 (B 1258); Blanchet, J.S., 2816 (BM 885814); Blanchet, J.S., 2816 (F 58075); Blanchet, J.S., 2816 (G 191165, G 191166, G 191167, HUEFS 76072, HUEFS 76079, NY 1970); Blanchet, J.S., 2816 (K 205590, K 205591); Blanchet, J.S., 2816 (NY 1970); Blanchet, J.S., 3315 (B 1228); Blanchet, J.S., 3315 (BM 885810); Blanchet, J.S., 3315 (F 361371); Blanchet, J.S., 3315 (F 361372); Blanchet, J.S., 3315 (F 361373); Blanchet, J.S., 3315 (G 191170, G 191171, G 191172, G 191173); Blanchet, J.S., 3315 (NY 1903); Blanchet, J.S., s.n. (BM 885815); Blanchet, J.S., s.n. (G 162926/1); Blanchet, J.S., s.n. (G 162926/2); Blanchet, J.S., s.n. (G 162926/3); Blanchet, J.S., s.n. (G 162926/4); Blanchet, s.n. (P 2142834); Blanchet, s.n. (P 3470478); Ducke, A., 15607 (F 361441F, G 20205, MO 2891847, US 1442530); Ducke, A., s.n. (F 58079); Ducke, A., s.n. (G 83692/1); Ducke, A., s.n. (MG 015607); Ducke, A., s.n. (MG 15607); Ducke, A., s.n. (P 2741373)"
Fabaceae,Calliandra squarrosa Benth.,shrub,new to AF,NA,NA,21,"Andrade-Lima, 58-2889 (IPA 11451); Andrade-Lima, 68-542 (HVASF 21773); Barreto, M., 6406 (SP 38110); Costa, J.S., 133 (RB 189600); Costa, J.S., 134 (RB 204186); Duarte, A.P., 9354 (SPF 229855); Martius, C.F.P(no. Obs. ), s.n. (MSB 218204/ 642921 / 301239); Martius, s.n. (E 167099); Maximilian, P., s.n. (HUEFS 76066); Maximilian, s.n. (K 205555); Pereira-Silva, G., 1153 (CEN 24140); Queiroz, L.P, 12895 (HUEFS 118392); Queiroz, L.P, 13006 (HUEFS 118503); Siqueira Filho, J.A., 3099 (NY 408626); Ule, E., 7573 (HBG 520260); Ule, E., 7573 (K 205556); Ule, E., 7573 (MO 2887205); Ule, E.H.G., 7573 (B 1234); Anonymous, s.n. (NY 1492399); Vailant, P.F.M., 37 (MG 129830); Wied M., s.n. (BR 5194094)"
Fabaceae,Calliandra surinamensis Benth.,shrub,new to AF,NA,cultivated,289,"Arbelaez, E.P., 195 (US 1470731); Bedi, R., 96 (IPA 51568); Hage, J.L., 1860 (HUEFS 10337, MBM 147611); Hoehne, F.C., 6029 (NY 469301, SP 119303); Hoffmannsegg, J.C., s.n. (G 20213); Hostmann, F.W., 171 (BM 952400); Hostmann, s.n. (P 2142846); Hostmann, W.R., 171 (F 361364); Hostmann, W.R., 171 (NY 1973); Hostmann, W.R., s.n. (F 361365); Spruce, R., 389 (HUEFS 111321); Spruce, R., s.n. (NY 1974)"
Fabaceae,Calliandra tweedii Benth.,tree,confirmed,NA,NA,177,"Ary, I., 130 (ICN 18193, MA 1-00188713); Assis, M.A., 1664 (FUEL 37444, HRCB 40085, HUEFS 106443); Brade, A.C., 19440 (RB 64135); Goes, O.C., 627 (RB 160412, RB 50443); Harshberger, J.W.C., 1042 (NY 1492643, US 1421675); Hatschbach, G.G., 44838 (MBM 73742, MO 2893986, NY 408652); Irmao Gilberto M., 65 (ICN 18205, MA 1-00188712); Krapovickas, A., 31390 (MBM 55701); Lima, H.C., 6214 (RB 407921, UEC 140765); Locke, R.D., 16 (MO 1068256); Melo, P.H.A., 1039 (RB 115257); Montes, J.E., 3236 (CANB 20290.1); Pedersen, T.M., 11456 (K 868048); Reitz, 3729 (NY 408643, US 2535517); Renvoize, S.A., 3083 (MO 2891683, NY 1492649, US 2894597); Sellow, F., 1178 (B 1264); Anonymous, s.n. (E 167083); Tweedi, s.n. (HUEFS 111337); Tweedi, s.n. (HUEFS 111346)"
Fabaceae,Cassia fastuosa Willd. ex Benth.,tree,new to AF,NA,NA,134,"Anderson, W.R., 12103 (MO 3235185, NY 1476900, US 2864578); B.Maguire, J.M.Pires, C.K.Maguire, 56699 (NY 1135366, US 2447377); Coelho, L., 2197 (K 841378); Duarte, A.P., 7218 (NY 1135364); Forero, E., 5194 (K 841400); Forero, E., 5412 (K 841398, K 841399); Hatschbach, G., 4248 (MBM 28206, US 2279958); Hoffmannsegg, J.C., s.n. (B 1687); Irwin, H.S., 37206 (MBM 69610, MO 3239502, NY 1135354, NY 1135355, US 2932974); Irwin, H.S., 48184 (K 841385); Krukoff, B.A., 1235 (K 841375); Krukoff, B.A., 1235 (K 841377); Meier, W., 2770 (NY 1476894, NY 1476895); Meneces, E., 2054 (NY 1476902, NY 1476903); Mori, S.A., 23952 (NY 01476906); Nelson, B.W., 399 (K 841396); Prance, G.T., 18253 (INPA 41558, K 841402, MG 047674, MO 3235829, NY 959153, NY 959154, US 2801718); Prance, G.T., 5412 (G 364690, INPA 22172, MG 038274, MO 3234403, NY 3794, US 2570787A); Prance, G.T., 7640 (INPA 24439, K 841403, MG 039126, NY 755153, US 2570786A); Prance, G.T., s.n. (G 270649/1); Rodrigues, L., 028420 (HERBAM 10745, NX 10745); Silva, N.T., 1270 (NY 1135328, NY 1135338, US 2932850); Solomon, J.C., 6455 (MO 86663); Spruce, R., s.n. (P 2725708); Tavares, S., 1109 (HST 1109, US 2547874); Thomas, W.W., 6505 (NY 1091250); Vargas, 19522 (K 1105890); Vargas, L., 834 (MO 1723516); Zarucchi, J.L., 2620 (NY 1135367); Zarucchi, J.L., 2620 (NY 1135369)"
Fabaceae,Cassia ferruginea (Schrad.) Schrad. ex DC.,tree,confirmed,NA,NA,307,"Cavalcanti, F.S., s.n. (EAC 21758); Fernandes, A., s.n. (EAC 11115); Fernandes, A., s.n. (EAC 11275); Fernandes, A., s.n. (EAC 2076); Fernandes, A., s.n. (EAC 2345); Fernandes, A., s.n. (EAC 24721); Fernandes, A., s.n. (EAC 3104); Fernandes, A., s.n. (EAC 3534); Fernandes, A., s.n. (EAC 4095); Fernandes, A., s.n. (EAC 5645); Fernandes, A., s.n. (EAC 7936); Fernandes, A., s.n. (EAC 7942); Fernandes, A., s.n. (EAC 9760); Figueiredo, M.A., s.n. (EAC 11112); Glaziou, A., s.n. (P 2725361); Glaziou, A., s.n. (P 2725364); Glaziou, A.F.M., 10696 (NY 3795); Martins, P., s.n. (EAC 8060); Martins, P., s.n. (EAC 8126); Nogueira, P.E., s.n. (EAC 17096); Sellow, F., s.n. (E 386758); Silva, M.G.V., s.n. (EAC 53232); Silva, M.G.V., s.n. (EAC 53973); Wied M., 27 (BR 5118274); Wied M., 27 (BR 5118601); Wied M., s.n. (BR 5117642); Wied M., s.n. (BR 5117949); Wied M., s.n. (BR 5117970); Wied M., s.n. (BR 5118304); Wied M., s.n. (BR 6916237)"
Fabaceae,Cassia grandis L.f.,tree,confirmed,NA,NA,241,"Carauta, J.P.P., 7363 (R 203426); Dahlberg, C.G., 167 (MO 100530274); Landim, M., 259 (HUEFS 33794); Nusbaumer, L., 4626 (JPB 61321, MAC 58377)"
Fabaceae,Cassia leptophylla Vogel,tree,confirmed,NA,NA,79,"Bernardi, M., 18528 (NY 471752); Bortoluzzi, R.L.C., 1283 (ICN 123530, K 841406); Hatschbach, G., 17785 (MBM 4537, UPCB 6784); Kirizawa, M., 367 (IAC 40578, SP 159123); Klein, R.S., 7615 (RFA 6525); Sehnem, A., 16930 (PACA 108444); Sellow, F., s.n. (B 1702); Sellow, F., s.n. (E 386756); Sellow, F., s.n. (F 57594); Sellow, s.n. (P 2436099); Sellow, s.n. (P 2436100)"
Fabaceae,Cenostigma bracteosum (Tul.) E. Gagnon & G.P. Lewis,tree,new to AF,NA,NA,321,"Bertoni, J.E.A., 991 (RB 1407683); Gardner, G., 2144 (B 1772, F 57418F); Gardner, G., 2144 (BM 952027, HUEFS 75788, HUEFS 75798); Gardner, G., 2144 (G 364780); Gardner, G., s.n. (G 270349/1); Gardner, s.n. (P 2736864); Glaziou, A.F.M., 10645 (K 680574)"
Fabaceae,Cenostigma laxiflorum (Tul.) E. Gagnon & G. P. Lewis,tree,new to AF,NA,NA,105,"Araujo, A.D., 37 (K 55115); Arbo, M.M., 5693 (K 55313); Blanchet J.S., 3146 (BR 5218264); Blanchet, J.S., 3146 (B 1781); Blanchet, J.S., 3146 (BM 952022, F 57425F, G 364693, G 364697, G 364801, HUEFS 75932, HUEFS 75933, IPA 39779, K 56143, K 56144); Blanchet, J.S., 3146 (BM 952023); Blanchet, J.S., 3146 (MO 100177004); Blanchet, J.S., 3146 (NY 03754426); Blanchet, J.S., s.n. (G 270325/1); Blanchet, J.S., s.n. (G 270325/2); Blanchet, J.S., s.n. (G 270325/3); Blanchet, J.S., s.n. (NY 3564); Blanchet, s.n. (P 2142655); Blanchet, s.n. (P 2142656); Blanchet, s.n. (P 2142657); Bohrer, C.B.de A., 11 (HUEFS 8987); Giulietti, A.M., 2108 (HUEFS 64964); Harley, R.M., 16308 (NY 593349); Harley, R.M., s.n. (P 2736929); Hatschbach, G., 67749 (HUEFS 34246); Heringer, E.P., s.n. (RB 171574); Lewis, G.P., s.n. (CEPEC 40619); Martius, C.F.P., s.n. (MSB 217632/ 638575 / 295186); Martius, C.F.P., s.n. (MSB 217633/ 638576 / 295187); Martius, C.F.P., s.n. (MSB 217634/ 638577 / 295188); Mello-Silva, R., 5669 (K 55155); Mon, W., s.n. (RB 103610); Nunes, T.S., 667 (HUEFS 57238); Queiroz, L.P, 5823 (HUEFS 43570); Queiroz, L.P, 7063 (HUEFS 60583)"
Fabaceae,Cenostigma macrophyllum Tul.,tree,new to AF,NA,NA,451,"Bezerra, P., s.n. (EAC 5126); Blanchet J.S., 3144 (BR 5117994); Blanchet J.S., 3144 (BR 5118717); Blanchet, J.S., 1840 (HUEFS 75842); Blanchet, J.S., 2698 (NY 4000); Blanchet, J.S., 2798 (HUEFS 75841, HUEFS 75844, HUEFS 75845); Blanchet, J.S., 3144 (HUEFS 75843); Blanchet, J.S., 3144 (NY 3999); Fernandes, A., s.n. (EAC 1685); Fernandes, A., s.n. (EAC 2401); Fernandes, A., s.n. (EAC 3019); Fernandes, A., s.n. (EAC 3030); Fernandes, A., s.n. (EAC 3037); Fernandes, A., s.n. (EAC 3557); Fernandes, A., s.n. (EAC 3575); Fernandes, A., s.n. (EAC 5522); Fernandes, A., s.n. (EAC 6008); Fernandes, A., s.n. (EAC 6084); Fernandes, A., s.n. (EAC 6775); Fernandes, A., s.n. (EAC 6831); Fernandes, A., s.n. (EAC 7209); Gardner, G., 2523 (HUEFS 75979, HUEFS 75980); Gardner, G., 2827 (B 1814, F 93729F, F 93730F); Gaudichaud, C., s.n. (P 3104131); Martins, P., s.n. (EAC 7288); Martins, P., s.n. (EAC 7456); Nunes, E., s.n. (EAC 7480); Nunes, E., s.n. (EAC 7709); Pires, J.M., 16427 (MG 063322); Pires, J.M., s.n. (MG 63322)"
Fabaceae,Cenostigma microphyllum (Mart. ex G. Don) E. Gagnon & G.P. Lewis,tree,new to AF,NA,NA,208,"Blanchet J.S., 2684 (BR 5912384); Blanchet J.S., 3825 (BR 5913077); Blanchet, J.S.(Moricand, M.E.), 2684 (K 55172, K 55173, NY 594433); Cordula, E., 269 (RB 441152, UFP 45910); Freire, E., 304 (K 680722); Gomes, A.P.S., 361 (K 680718, K 680719); Lyra-Lemos, R.P., 2541 (MAC 7937); Martius, C.F.P(no. Obs. ), s.n. (MSB 217623/ 638566 / 295177); Martius, C.F.P(no. Obs. ), s.n. (MSB 217625/ 638568 / 295179); Martius, C.F.P(no. Obs. ), s.n. (MSB 217626/ 638569 / 295180); Martius, C.F.P., 2274 (K 56148); Martius, C.F.P., s.n. (B 1783); Martius, C.F.P., s.n. (MSB 217624/ 638567 / 295178); Martius, K.F.P, 2274 (HUEFS 75889); Martius, K.F.P., 2274 (K 56149); Mayo, S.J., 19163 (K 55133); Moura, D.C., 1068 (HRB 43608, UFP 30722); Oliveira, M., 289 (K 680720); Pearson, H.P.N., 37 (K 55176); Pearson, H.P.N., 58 (K 55174); Queiroz, L.P, 14760 (HUEFS 161814); Queiroz, L.P., 551 (ALCB 23898, HUEFS 6439, K 55185, K 55186); Renvoize, S.A., 16301 (CEPEC 10387, IPA 24068, K 55170, K 55171, NY 594427, RB 196787, US 2756035); Rodrigues, R.S., 1520 (TEPB 19833, UEC 124853); Semdeterminador, 3927 (CEPEC 48341, HUEFS 171600, K 55128, K 55129, RB 289258); Silva, E.I., 266 (K 680721); Silva, R.A., 1552 (HRB 43611, HRB 48984, RB 360113)"
Fabaceae,Cenostigma nordestinum E. Gagnon & G.P. Lewis,tree,new to AF,NA,NA,148,"Almeida, T.F., 1 (HURB 16996, UFRN 22235); Costa, K., 119 (NY 593327, PEUFR 35811); Costa, K.C., 119 (K 680692); Eiten, G., 4970 (NY 594499, SP 82083, US 2741247); Freire, E., 264 (K 680704, K 680705); Gardner, G., 2148 (BM 952024, HUEFS 75790, HUEFS 75791); Giulietti, A.M., 54133 (K 841423); Giulietti, A.M., 54183 (K 680696); Hatschbach, G., 62267 (CEPEC 68438, CPAP 15041, HUEFS 20487, MBM 174831, UB 126945); Hatschbach, G., 70890 (BHCB 59586, CEPEC 87286, CESJ 32257, ESA 76441, MBM 253661, NY 958802, SP 348899); Kampf, E., 252 (ESA 7446, HUEFS 76571, K 680689, SORO 6148); Lins-e-Silva, A.C.B., 234 (K 680703); Luetzelburg, Ph., 26827 (K 55105); Lyra-Lemos, R.P., 6179 (ESA 99153, MAC 15839); Mattos, J.?, 21588 (K 680693); Mayo, S.J., 714 (K 55108); Miranda, A.M., 149 (EAC 18342); Moreira de Souza, H., 22317 (K 680698); Nascimento, F.H.F., 1462 (HUEFS 211722); Octavio, 177 (K 680701); Queiroz, L.P., 14794 (HST 19150, HUEFS 161848, IPA 87332, UEC 172836); Semdeterminador, 191 (K 680697); Silva, R.A, 2366 (HUEFS 198067, HVASF 18751); Souto, 20 (MO 3233207, NY 593332)"
