"taxon_id","kingdom","phylum","classname","ordername","family","genus","species","taxonomicAuthority","Redlist_id","TaxonomicReference","TaxonomicNotes.value"
"sp3008","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia salicifolia","Perkins",NA,"More taxonomic information on this species can be found at: https://www.tropicos.org/name/21200076. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 659 (1900).","This taxon is accepted in Tropicos (www.tropicos.org)."
"sp3009","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia schottiana","(Spreng.) Perkins","148760182","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_schottiana. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 677, t. 10F (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3010","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia sphaerantha","Perkins",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_sphaerantha. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 660–661 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3011","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia stenophylla","Perkins","33980","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_stenophylla. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 669 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3012","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia triflora","(Spreng.) Tul.","148758042","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_triflora. According to Tropicos (www.tropicos.org), this species was published in: Arch. Mus. Hist. Nat. 8: 394 (1855).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3013","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia uleana","Perkins","148761677","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_uleana. According to Tropicos (www.tropicos.org), this species was published in: Bot. Jahrb. Syst. 27(5): 661 (1900).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3014","Plantae","Tracheophyta","Magnoliopsida","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","A.DC.","148760998","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Mollinedia_widgrenii. According to Tropicos (www.tropicos.org), this species was published in: J. Bot. 3: 220 (1865).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3015","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Molopanthera","Molopanthera paniculata","Turcz.",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Molopanthera_paniculata. According to Tropicos (www.tropicos.org), this species was published in: Bull. Soc. Imp. Naturalistes Moscou 21: 581 (1848).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3016","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Capparaceae","Monilicarpa","Monilicarpa brasiliana","(Banks ex DC.) Cornejo & Iltis",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monilicarpa_brasiliana. According to Tropicos (www.tropicos.org), this species was published in: J. Bot. Res. Inst. Texas 2(1): 71 (2008).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3017","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia acanthophylla","(Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_acanthophylla. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3018","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia aquifolia","(Mart.) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_aquifolia. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3019","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia ardisiifolia","(Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_ardisiifolia. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3020","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia brasiliensis","(Mart.) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_brasiliensis. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3021","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia cassineformis","(Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_cassineformis. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3022","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia catingarum","(Reissek) Biral","148758350","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_catingarum. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3023","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia cestrifolia","(Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_cestrifolia. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3024","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia communis","(Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_communis. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3025","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia dasyclada","(Mart.) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_dasyclada. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3026","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia distichophylla","(Mart. ex Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_distichophylla. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3027","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia erythroxyla","(Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_erythroxyla. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3028","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia evonymoides","(Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_evonymoides. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3029","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia floribunda","(Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_floribunda. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 688 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3030","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia glaucescens","(Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_glaucescens. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 689 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3031","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia gonoclada","(Mart.) Biral","148761487","More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_gonoclada. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 689 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3032","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia horrida","(Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_horrida. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 689 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3033","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia ilicifolia","(Mart. ex Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_ilicifolia. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 689 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3034","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia imbricata","(Mart. ex Reissek) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_imbricata. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 689 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3035","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia littoralis","(R.M. Carvalho-Okano) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_littoralis. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 689 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3036","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia longifolia","(Reissek ex Loes.) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_longifolia. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 689 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3037","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia macrophylla","(Mart.) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_macrophylla. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 689 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
"sp3038","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Monteverdia","Monteverdia megalocarpa","(Groppo & Lombardi) Biral",NA,"More taxonomic information on this species can be found at: http://servicos.jbrj.gov.br/flora/search/Monteverdia_megalocarpa. According to Tropicos (www.tropicos.org), this species was published in: Syst. Bot. 42(4): 689 (2017).","This taxon is accepted and is taken as being correct by the Brazilian Flora 2020 (http://floradobrasil.jbrj.gov.br)."
