order,locality1,UC
3360,"Brasil, Estado: Rio Grande do Norte, Baia Formosa, RPPN Mata Estrela: 3-4 Km E of Bahia Formosa on road to BR 101. (of Ecoacucar of Grupo Farisa). 6°22'24"""""""" S, 35°00'48"""""""" W Elev.: 55-70m",US
3361,"Brasil, Mato Grosso do Sul, Bonito. Parque Nacional da Serra da Bodoquena. Fazenda Taquaral",PI
3362,"Brasil, Mato Grosso do Sul, Corumba. RPPN Penha, ruinas do Hotel da Penha",US
3363,"Brasil, Mato Grosso do Sul, Corumba. Serra do Amolar, Rio Paraguai, RPPN Acurizal, margens do riacho",US
3364,"Brasil, Mato Grosso do Sul, Corumba. Serra do Amolar, RPPN Acurizal, trilha para a piscina",US
3365,"Brasil, Mato Grosso do Sul, Corumba. Serra do Amolar, RPPN Penha, ruinas do Hotel da Penha",US
3366,"Brasil, Mato Grosso do sul, Miranda. Fazenda Caiman, RPPN Dona Aracy",US
3367,"Brasil, Minas Gerais, Catas Altas, RPPN Serra do Caraca, mirante na estrada para a Sede da RPPN, chegando no santuario",US
3368,"Brasil, Minas Gerais, Grao Mogol.Parque Estadual de Grao Mogol.Localidade de Chapada do Cardoso, caminho que liga a comunidade Taquaral a comunidade de Tingui",PI
3369,"Brasil, Minas Gerais, Grao Mogol.Parque Estadual de Grao Mogol.Localidade de Extrema",PI
3370,"Brasil, Minas Gerais, Grao Mogol.Parque Estadual de Grao Mogol.Localidade Serra da Bocaina",PI
3371,"Brasil, Minas Gerais, Grao Mogol.Parque Estadual de Gro Mogol.Varzea dos Quarteis",PI
3372,"Brasil, Minas Gerais, Lima Duarte: Parque Estadual do Ibitipoca. Trilha entre a Gruta do Cruzeiro e a Lombada, cerca de 500m apos a gruta. Campo e pequenos capoes baixos",PI
3373,"Brasil, Minas Gerais, municipio de Delfinopolis, Parque Nacional Serra da Canastra, Faz. Ze Antunes-""""""""Escada de pedras""""""""",PI
3374,"Brasil, Minas Gerais, Sao Goncalo do Rio Abaixo, Estacao Ecologica de Peti, trilha do Vinhatico",PI
3375,"Brasil, Mirador-MA. Parque Estadual do Mirador",PI
3376,"Brasil, Paraiba, Rio Tinto, Reserva Biologica Guaribas: Area I, tabuleiro Mata Atlantica. Geo-referenciamento da Colecao do Herbario JPB. Sede da Reserva Biologica Guaribas Rio Tinto",PI
3377,"Brasil, Pernambuco-Ventura, Parque Municipal Pedra Furada",PI
3378,"Brasil, Rio de Janeiro, Nova Friburgo, Reserva Ecologica Municipal de Macae de Cima, Nascente do Rio das Flores",PI
3379,"Brasil, Rio de Janeiro, Paraty.Parque Nacional da Serra da Bocaina.Trilhas do telegrafo e para o coriscao",PI
3380,"Brasil, Rio de Janeiro, Rio de Janeiro.Parque Nacional da Tijuca",PI
3381,"Brasil, Rio de Janeiro, RJ, Pedra de Guaratiba. APA de Serra da Capoeira Grande.",APA
3382,"Brasil, Rio de Janeiro:Santa Maria Madalena.Parque Estadual do Desengano",PI
3383,"Brasil, Rio de Janeiro:Teresopolis, Parque Nacional da Serra dos Orgaos, sede do parque em Teresopolis, no inicio da trilha Suspensa",PI
3384,"Brasil, Rio Pardo de Minas-MG. Parque Estadual da Serra Nova, do areal ao acude, 15°39'14.0-38'57.5"""""""" S, 42°43'52.7""""""""-44'10.8"""""""" W, 812-897m",PI
3385,"Brasil, Rio Pardo de Minas-MG. Parque Estadual da Serra Nova, do areal ao acude, 812-897m. 15°39''14.0-38'57.5'' S, 4243'52.7""""""""-44'10.8""""""""W",PI
3386,"Brasil, RJ, Mangaratiba, Reserva Particular do Patrimonio Natural Rio das Pedras, trilha para o Pico do Corisco",US
3387,"Brasil, RJ, Mun. de Mage, Paraiso, floresta em volta do Centro de Primatologia. Estacao Ecologica do Paraiso",PI
3388,"Brasil, Sao Paulo, Cubatao:Parque Ecologico Municipal Pereque.Inicio da trilha do Rio Pereque, em area aberta",PI
3389,"Brasil, Sao Paulo, Eldorado Paulista, Nucleo Caverna do Diabo-Parque Estadual de Jacupiranga",PI
3390,"Brasil, Sao Paulo, Jundiai, Estrada para Serra do Japi, cerrado de alto dossel",US
3391,"Brasil, Sao Paulo, Jundiai, Serra do Japi",US
3392,"Brasil, Sao Paulo, Nova Odessa: in vivo do Jardim Botanico Plantarum",US
3393,"Brasil, Sao Paulo, Nova Odessa: in vivo do Jardim Botanico Plantarum (proveniente de Barcarena, Para)",US
3394,"Brasil, Sao Paulo, Nova Odessa: in vivo do Jardim Botanico Plantarum (proveniente de Itabuna, Bahia)",US
3395,"Brasil, Sao Paulo, Nova Odessa: in vivo do Jardim Botanico Plantarum (proveniente de Maguire, Rio Grande do Sul)",US
3396,"Brasil, Sao Paulo, Nova Odessa: in vivo do Jardim Botanico Plantarum (proveniente do Espirito Santo)",US
3397,"Brasil, Sao Paulo, Nova Odessa: in vivo do Jardim Botanico Plantarum (proveniente do Rio Grande do Sul)",US
3398,"Brasil, Sao Paulo, Ubatuba, Picinguaba, Parque Estadual da Serra do Mar. Estrada para a Casa da Farinha",PI
3399,"Brasil, Sao Paulo, Ubatuba, Santa Virginia, Parque Estadual da Serra do Mar. Rodovia Oswaldo Cruz, entre o Nucleo Santa Virginia e Sao Luiz do Paraitinga",PI
3400,"Brasil, Sao Paulo,Caraguatatuba, Parque Estadual da Serra do Mar, Mata Atlantica",PI
3401,"Brasil, Sao Paulo: Mun. Cananeia, parque estadual da Ilha do Cardoso, cachoeira do engenho",PI
3402,"Brasil, Sao Paulo: Mun. Cunha, Parque Estadual de Serra do Mar, trilha do Rio Bonito, proximo da sede, 23°14'34""""""""S 45°0'95""""""""W, alt. 1075 m",PI
3403,"Brasil, Sao Paulo: Reserva Florestal de Santa Genebra, Barao Geraldo-Campinas",US
3404,"Brasil, Sergipe, Santa Luzia do Itanhy, RPPN Mata do Crasto, 11°23'94''S, 37°25'79''W",US
3405,"Brasil, Sergipe, Santa Luzia do Itanhy, RPPN Mata do Crasto, 11°23'94"""""""" S, 37°25'79"""""""" W",US
3406,"Brasil, Sergipe, Santa Luzia do Itanhy, RPPN Mata do Crasto, Borda da mata, 11°23'94''S, 37°25'79''W",US
3407,"Brasil, Sergipe, Santa Luzia do Itanhy, RPPN Mata do Crasto, Borda da mata, Mata Atlantica. 11°23'94""""""""S, 37°25'79""""""""W",US
3408,"Brasil, SP, Jundiai, Serra do Japi, sentido bairro Eloy Chaves, proximo a represa do DAE",US
3409,"Brasil, SP, Municipio de Bananal, Estacao Ecologica de Bananal, ao longo da trilha para a Pedra Vermelha. (SAD69, Zona 23K, 565027S, 7477778W)",PI
3410,"Brasil, SP, Pariquera-Acu, Estacao Experimental do IAC, floresta alta",US
3411,"Brasil, SP, Piracicaba, Campus da Esalq, proxima ao predio central",US
3412,"Brasil, SP, Teodoro Sampaio.Trilha do Morro;Parque Estadual Morro do Diabo",PI
3413,"Brasil,Pernambuco-Venturosa,Parque Municipal Pedra Furada",PI
3414,"Brasil. Acre: Mun. Marechal Taumaturgo, Rio Jurua, Reserva Extrativista do Alto Jurua, S of confluence with Rio Acaruia and N of Sao Joao do Breu, Colocacao Tapauna, ca 9°5'S 72°41'W, ca 200 m",US
3415,"Brasil. Bahia. Municipio de Itacare. APA de Itacare/Sera Grande, localidade denominada Assentamento Rural Camboinha. Km 12 da Rod. Itacare/Serra Grande, com ca. 1,0 km do ramal a direita",APA
3416,"Brasil. Bahia. Municipio de Jussari, ca. 7,5 km na estrada Jussari/Palmira. RPPN Serra do Teimoso. Regiao de Mata Higrofila Sul Baiana",US
3417,"Brasil. Bahia. Municipio de Jussari. Rod. Jussari/Palmeira, entrada ca. 7,5 km peprcorrendo mais 1,7 km ate a sede da Faz. Teimoso. Serra do Teimoso, Reserva particular do Patrimonio Natural da Serra do Teimoso.",US
3418,"Brasil. Estado de Sao Paulo, Municipio de Assis. Estacao Ecologica de Assis, Estrada de acesso a trilha do cerrado",PI
3419,"Brasil. Estado do Rio de Janeiro, Parque Nacional da Tijuca, Vista Chinesa, lado esquerdo subindo na curva para direita antes do Alto da Boa Vista (mirante da Vista Chinesa). Folha Cartografica SF-23-Z-B Coordenada Calculada. Parque Nacional da Tijuca",PI
3420,"Brasil. Municipio de Jussari, Bahia.Rod. Jussari/Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso. 39°31'43""""""""W, 15°09'29""""""""S",US
3421,"Brasil. Sao Paulo. Municipio de Ribeirao Preto. Area urbana. Campus da Universidade de Sao Paulo (USP), reflorestamento 'Pequeno Cidadao""""""""",US
3422,Brasil. Sao Paulo. Municipio de Ribeirao Preto. Estacao Ecologica de Ribeirao Preto. Borda da mata ao longo da cerca,PI
3423,Brasil/ Cult no Jardim Botanico do Rio de Janeiro-PL 6951. Jardim Botanico do Rio de Janeiro,US
3424,Brasil: SP: Jundiai: Serra do Japi: Trilha do Mirante,US
3425,BRASIL; SAO PAULO; Mun. Galia. Estacao Ecologica de Caetetus (Estacao Ecologica Olavo Amaral Ferraz),PI
3426,Brasilia,unknown
3427,"Brasilia-DF, Campus da UnB",US
3428,Brasilia-DF. Fazenda Agua Limpa. Mata de galeria do Corrego Capetinga. Folha Cartografica SD-23-Y-C Coordenada Calculada,US
3429,Brasilia-DF. Reserva Ecologica do IBGE,PI
3430,Brasilia-Mata do Zoologico,US
3431,"Brasilia DF, Reserva ecologica do IBGE",PI
3432,Brasilia DF. Estacao Biologica da UNB,PI
3433,Brasilia Fazenda Agua Limpa,US
3434,"Brasilia, APA de Cafuringa",APA
3435,"Brasilia, Campus da Universidade de Brasilia, area da Termobiologia",US
3436,"Brasilia, campus of the University",US
3437,"Brasilia, campus of the University, cerrado",US
3438,"Brasilia, DF, Estacao Experimental de Biologia da Universidade de Brasilia, (Campus da UnB). Arvore da mata de Minas Gerais, sementes proceden tes de Coronel Pacheco, MG. Par vicariante com Mimosa schomburgkii do Amapa e Guiana Ingelesa",US
3439,"Brasilia, Reserva Biologica de Aguas Emendadas",PI
3440,"Brasilia, University Campus",US
3441,"Brasilia, University Campus. Along road parallel to Lago Paranoa",US
3442,"Brasilia. Campus UnB. Centro Olimpico, ca. 100m do Lago Paranoa",US
3443,Brasilia. Fazenda Agua Limpa. Borda de mata de galeria,US
3444,Brasilia. Jardim Botanico de Brasilia. Cerca de 20 km ode Brasilia,US
3445,Brasilia. Reserva Ecologica do IBGE. Chacara 2 (Antigo Engenho). Junto a agua do corrego Roncador. Folha Cartografica SD-23-Y-C Coordenada Coletada. Reserva Ecologica do IBGE,PI
3446,"Brasilia/DF. Fazenda Agua Limpa/UNB. Mata de Galeria do Corrego da Onca. coletada no bordoda cabeceira da mata. Local umido, solo areno-argiloso, com muito serrapilheira",US
3447,Brasiliae Australis. Parque Nacional de Iguacu; bank of R. Iguacu above ferry to Capanema,PI
3448,Brasiliae Australis. Parque Nacional do Itatiaia. Road to and ca. 15 km from Abrigo Reboucas,PI
3449,"Brazil, Acre: Mun. Porto Acre, Reserva Florestal do Humaita-UFAC",US
3450,"Brazil, Amazonas, Manaus, Reserva Florestal Ducke",PI
3451,"Brazil, Bahia, Jardim Botanico de Salvador",US
3452,"Brazil, Sao Paulo. Jardim Botanico (5 nativa)",US
3453,"Brazil. Bahia. Mun. Aurelino Leal: 11.2 km W of BR 101 on road from Aurelino Leal towards Laje do Banco. 14°20.720'S, 39°22.912'W. 175--200 m",US
3454,"Brazil. Bahia. Mun. Camacan. Fazenda Serra-Bonita, Reserva Serra Bonita, 9.7 km W of Camacan on road to Jacareci, then 6 km SW on road to RPPN Serra Bonita and Embratel tower. 15°23'30""""""""S, 39°33'55""""""""W. 835 m",US
3455,Brazil. Bahia. Mun. Porto Seguro: Parque Nacional de Monte Pascoal: Monte Pascoal. ca. 16°54'S--39°24'W. Alt. 210 m,PI
3456,"Brazil. Bahia. Porto Seguro: Parque Nacional Monte Pascoal, along road from entrance to visitor's center and road to E side of the park, 16°52'02""""""""S 37°24'54""""""""W, alt. 50 m",PI
3457,"Brazil: Eastern Minas Gerais. Estacao Biologica de Caratinga (E.B.C) (Fazenda Montes Claros) 400km East of Belo Horizonte, vicinity of Rio Manhuacu, Valley of Rio Doce. Arvore 4348",PI
3458,"Brazil: Territorio Federal de Roraima, Municipio de Boa Vista, Reserva Ecologica de Maraca. Rio Urariquera. Riverine vegetation. Between base camp and Maraca House",PI
3459,"Brazil; State Parana, Prov. Ponta Grossa, Num. Vila Velha, Parque Nacional de Vila Velha, ca. 800 m s. m., 25°10'S 50°W",PI
3460,Brazilandia Parque Ecologico Veredeinha,PI
3461,"Brazilian Amazonia. Manaus-Itacoatiara Highway. Reserva Florestal Ducke, km. 26",PI
3462,"Brazillian Amazonia. State of Amazonas. Manaus-Itacoatiara Highway. Reserva Florestal Ducke, km. 26",PI
3463,Brazlandia-Floresta Nacional de Brasilia,US
3464,Brazlandia. APA de Cafurina,APA
3465,Brazlandia. APA de Cafuringa. Folha Cartografica SD-23-Y-C Coordenada Coletada. APA de Cafunriga,APA
3466,Brazlandia. APA de Cafuringa. Margem direita da rodovia DF-170. Proximidades da cabeceira do corrego Monjolo. Folha: SD-22-Z-D APA de Cafuringa,APA
3467,Brazlandia. Area de Protecao Ambiental APA de Cafuringa. OBS: UTM:804754 & 8283712 Folha Cartografica SD-23-Y-C,APA
3468,"Brazlandia. Area de Protecao Ambiental de Cafuringa. Vale do rio do Sal, tributario da Bacia de Tocantins. Fazenda Santa Sarah. Folha Cartografica SD-22-Z-D. APA de Cafuringa",APA
3469,Brazlandia. Folha Cartografica SD-22-Z-D Coordenada Coletada. Area de Protecao Ambiental de Cafuringa,APA
3470,"Brazlandia. Folha SD-23. Y-C(conglomerado45, Subunidade 2, Arbusto nº8). Reserva Ecologica do IBGE",PI
3471,"Brazlandia. Folha: SD-23-Y-C. Area de Protecao Ambiental de Cafuringa. Vale do rio do sal, tributario da Bacia do Tocantins. Fazenda Santa Sarah.",APA
3472,Brejo da Lapa. direcao para sede lado esquerdo da estrada. Parna Itatiaia,PI
3473,Brejo da Lapa. Parque Nacional do Itatiaia,PI
3474,Brejo de Altitude-ReBio da Pedra Talhada,PI
3475,Brejo do Bacuri (6ª Cidade)-PARNA de Sete Cidades,PI
3476,Brejo do macuco. Reserva Biologica do Tingua,PI
3477,"Brejo dos Cavalos, Murici. Parque Ecologico Municipal",PI
3478,"Brejo dos Cavalos, Murici. Parque Ecologico Municipal, dentro da mata",PI
3479,"Brejo dos Cavalos, Murici. Parque Ecologico Municipal. Dentro da mata",PI
3480,"Brejo dos Cavalos, Parque Ecologico Municipal",PI
3481,"Brejo dos Cavalos, Parque Ecologico Municipal Vasconcelos Sobrinho",PI
3482,"Brejo dos Cavalos, Parque ecologico Municipal. Solo arenoso",PI
3483,Brejo dos Cavalos; Murici; Parque Ecologico Municipal,PI
3484,Brejo na nascente do corrego escondido. Folha Cartografica SD-23-Y-C Coordenada Coletada. Reserva Ecologica do IBGE,PI
3485,"Brejo Paraibano, APA do Roncador. Cachoeira do Roncador",APA
3486,Brejo Paraibano. APA do Roncador. Cachoeira do Roncador,APA
3487,Brejo proximo a sede do Parque. Floresta Ombrofila Densa Altomontana. Parque Estadual do Forno Grande,PI
3488,Brejo proximo da sede do Parque. Floresta Ombrofila Densa Altomontana com inselbergues. Parque Estadual do Forno Grande,PI
3489,"Brejo, proximo a restinga da Companhia Nacional de Alcalis. Formacao de restinga aberta periodicamente inundada. Reserva Extrativista de Arraial do Cabo",US
3490,"Bresil-Brasil, Alagoas, Municipio de Quebrangulo. Reserva Biologica de Pedra Talhda",PI
3491,Brownsberg towards Saramacca River. In artificial clearing,US
3492,"Brumas do Espinhaco e Ermo do Gerais, Levantamento floritico do RPPN Brumas do Espinhaco e Ermo dos Geriais. Ermo",US
3493,"Brushy roadside through tropical forest, just east of entrance to Parque Nacional Calilegua, 8 km W of Hwy. 34 at Calilegua, on road to Valle Grande",PI
3494,"Buenos Aires, remnants of primary forest, steep slope, 4 km from Providencia towards Anori",US
3495,"Buffer zone near the eastern border of Parque Nacional Podocarpus; 4.5 km S of Zamora, trail following Rio Bombuscora from the """"""""Puente Peatonal""""""""",PI
3496,"Buique, Parque Nacional do Catimbau. Caatinga arbustivo-arborea semi-aberta",PI
3497,Buique; Parque Nacional do Catimbau. Trilha do Canyon,PI
3498,Buissons et bords des chemins a Nicoya,US
3499,"Bulo Bulo. Parque Nacional Carrasco, Campamento Tigre, Atras de Villa Fatima",PI
3500,"Bulo Bulo. Parque Nacional Carrasco, Sector Camamento Tigre, sobre rio San Mateao. Bosque Amazonico de piedemonte",PI
3501,Bulo Bulo. Parque Nacional Carrasco. Sector Campamento Tigre. Atras de Villa Fatima. Bosque Amazonico de piedemonte. Eventualmente intervenido por colonizadores,PI
3502,Buracao do Rio da Lapa. Parque Estadual Terra Ronca,PI
3503,Buraco da Arara. Parque Estadual Terra Ronca,PI
3504,Buritizinho-APA da Serra da Ibiapaba,APA
3505,"Buritizinho, APA da Serra da Ibiapaba",APA
3506,Buritizinho. APA da Serra da Ibiapaba,APA
3507,"Burtizinho, APA da Serra da Ibiapaba",APA
3508,"Butanta, mata da reserva da Cidade Universitaria Armando de Salles Oliveira",US
3509,"Butanta, Mata da Reserva da Cidade Universitaria Armando de Salles Oliveira, area 1",US
3510,Butanta. Mata da Reserva da Cidade Universitaria Armando de Salles Oliveira-USP. Area 1,US
3511,Butantan,US
3512,C. 10 km West of Valle de Sajta towards Villa Tunari. Lowland plain with extensive forest relics and scattered settlements. Frequent. Raised forest on slightly drier soil,US
3513,"C.V.R.D., Reserva Florestal da CVRD. Est. Farinha-Seca; ant. 221; km 1,126; lado esquerdo",US
3514,Ca 15 km N de Ubatuba. estacao Experimental do Instituto Agronomico. Mata Atlantica da Serra do Mar,US
3515,Ca 50 m da entrada da RPPN. Estrada para Chapada Gaucha-MG. Proprietario RPPN: Miguel Angelo Guella. Folha Cartografica SD-23-Y-D Coordenada Coletada. RPPN Arara Vermelha,US
3516,"ca 50km S de Itapetininga, estrada a Registro.&nf;Reserva Florestal de Carlos Botelho",US
3517,"Ca 50km S de Itapetininga, estrada a Resgistro. Reserva Florestal de Carlos Botelho",US
3518,"Ca 7,5Km na estrada Jussari/Palmira. RPPN Serra do Teimoso",US
3519,CA DE 16 KM NA SETRADA DE BOM JESUS DA LAPA PARA IBOTIRAMA,APA
3520,"CA#?#rrego Alogado, Parque Municipal do Gama, ca. 20 km S.W. of Brasilia",PI
3521,"Ca, 7,5Km da estrada Jussari/palmira, ramal a esquerda acesso p/ a sede Faz.Teimoso. RPPN Serra do Teimoso",US
3522,ca. 10 Km S. W. de Jundiai. Serra do Japi,US
3523,Ca. 10 Km S.W. de JUNDIAI. Serra do Japi,US
3524,Ca. 10 km SW de Jundiai. Serra do Japi,US
3525,Ca. 10 km. S. W. de Jundiai. Serra do Japi,US
3526,Ca. 10 km. S.W. de Jundiai. Serra do Japi,US
3527,Ca. 10 Km. S.W. de Jundiai. Serra do Japi,US
3528,Ca. 10 km. SW of Jundiai. Serra do Japi,US
3529,ca. 10km S.W. de Jundiai. Serra do Japi,US
3530,Ca. 10km S.W. de Jundiai. Serra do Japi,US
3531,Ca. 10km SW de Jundiai. Serra do Japi,US
3532,"Ca. 10Km W da BR 101, na estrada de Juruna ate a sede da Reserva Biologica de Sooretama",PI
3533,"Ca. 11km North from turning to Marau along the road to Campinho. High forest on Sand, giving way to Shtubby restinga towards the sea.",US
3534,ca. 13 Km ESE of Uaua towards Bendengo/Canudos (i.e. 26 Km WNW of Bendengo),US
3535,"Ca. 15 km. E. of Sao Tome. Forest near a spring, towards airstrip Lagoa",US
3536,Ca. 15 km. N de Ubatuba. Estacao Experimental do Instituto Agronomico. Folha: SF-23-Y-C. Coordenada calculada,US
3537,Ca. 15 km. N. de Ubatuba. Estacao Experimental de,US
3538,"Ca. 16Km ao W de Porto Seguro, BR-367. Estacao Ecologica do Pau-brasil. CEPLAC",PI
3539,"Ca. 16Km ao W de Porto Seguro, Rod. BR-367. Area da Estacao Ecologica do Pau-brasil. CEPLAC",PI
3540,Ca. 16Km ao W de Porto Seguro. Area da Estacao Ecologica do Pau-brasil (ESPAB),PI
3541,Ca. 16Km ao W de Porto Seguro. Estacao Ecologica do Pau-brasil (ESPAB),PI
3542,"Ca. 16Km ao W Porto Seguro, BR367. Area Estacao Ecologica do Pau-brasil (CEPLAC)",PI
3543,Ca. 16Km ao W Porto Seguro. Area Estacao Ecologica do Pau-brasil. CEPLAC,PI
3544,"Ca. 16Km ao W Rod. Porto Seguro/Eunapolis,BR-367. Area Estacao Ecologica do Pau-brasil. CEPLAC",PI
3545,Ca. 20km de cidade na direcao de Irece. Parque Estadual de Morro do Chapeu,PI
3546,Ca. 23 Km de Alto Paraiso. Folha Cartografica SD-23-V-C Coordenada Coletada. Parque Nacional da Chapada dos Veadeiros,PI
3547,"Ca. 26 KM S.W. of Belmonte along road to Itapebi, and 4 KM. along side road towards the sea.",US
3548,"Ca. 26 km SW of Belmonte along road to Itapebi, and 4 km along side road towards the sea",US
3549,"Ca. 26km S.W. of Belmonte along road to Itapebi, and 4 km along side road towards the sea.",US
